fact_id,date_id,state_id,aqi,rainfall_mm,temperature_c,water_quality_index,sanitation_coverage_pct,healthcare_accessibility_score,mosquito_breeding_index,zoonotic_disease_incidence,geographic_risk_score,environmental_risk_score,case_rate_per_100k,hotspot_flag
527,17,15,130.7,16.5,26.7,67.0,64.9,62.7,10.6,16.4,41.6,36.6,106.0,No
528,17,16,154.3,17.5,28.5,62.9,87.4,65.3,30.7,14.0,34.4,44.4,42.6,no
529,17,17,99.0,27.4,35.7,86.8,96.5,51.7,61.9,29.6,28.8,24.9,190.3,YES
530,17,18,125.0,10.7,24.4,77.6,71.9,68.5,13.0,31.1,35.1,37.1,28.1,No
531,17,19,65.8,14.5,26.6,54.9,73.0,49.9,48.5,31.9,41.6,28.3,114.7,no
532,17,20,103.2,9.8,33.0,45.0,84.7,94.6,53.3,38.1,44.0,39.7,150.4,Y
533,17,21,155.2,55.7,32.6,78.9,87.2,47.0,53.0,22.3,28.4,42.8,225.3,Y
534,17,22,100.7,48.9,31.2,55.5,55.3,43.2,21.6,31.5,44.3,31.7,109.3,0
535,17,23,115.4,39.8,25.5,80.3,58.2,59.6,31.3,13.9,34.1,31.6,95.2,no
536,17,24,138.7,42.3,28.6,65.4,,69.8,45.2,28.6,32.4,36.8,136.2,No
537,17,25,115.0,38.8,34.1,78.9,73.4,88.3,60.3,35.5,34.8,36.3,155.9,TRUE
538,17,26,66.8,29.0,26.6,62.6,94.8,52.8,19.5,27.4,29.2,19.9,236.5,YES
539,17,27,77.0,53.0,31.7,42.6,61.2,70.5,45.7,21.7,53.8,26.4,212.8,True
540,17,28,143.1,3.1,30.7,52.8,79.2,68.1,54.7,14.5,40.4,47.3,176.9,yes
541,17,29,158.0,0.8,26.7,64.5,97.8,40.7,41.6,32.6,26.4,45.3,238.0,YES
542,17,30,61.4,32.9,35.6,89.4,66.3,73.7,39.9,34.7,35.8,18.2,179.5,1
543,17,31,149.1,1.7,28.5,52.2,83.1,62.7,27.7,16.3,41.6,48.3,239.7,TRUE
544,17,32,134.5,46.3,29.8,92.4,67.3,85.5,38.0,31.1,29.1,33.9,93.4,FALSE
545,18,1,140.3,334.0,26.5,88.3,93.2,49.5,140.3,13.4,25.3,40.1,218.3,Yes
546,18,2,97.0,232.5,33.0,50.3,86.0,93.4,18.0,14.4,37.2,37.8,173.8,yes
547,18,3,115.5,352.1,27.9,45.3,68.3,78.4,81.1,5.2,43.4,35.4,55.2,0
548,18,4,160.8,291.8,36.0,75.1,58.0,46.4,151.1,26.4,44.0,47.8,249.3,TRUE
549,18,5,,219.3,31.3,67.1,72.1,61.7,102.5,43.6,39.5,28.5,114.4,NO
550,18,6,130.0,369.4,38.9,83.6,84.2,76.2,56.0,32.8,26.5,34.4,229.6,Y
551,18,7,56.4,281.0,27.9,53.0,67.7,82.9,28.0,24.2,43.7,20.9,144.0,no
552,18,8,75.3,365.9,37.9,57.0,60.4,92.3,144.6,34.3,46.8,29.5,79.9,N
553,18,9,107.2,182.1,38.7,55.0,,66.6,76.1,7.8,34.4,38.5,230.8,yes
554,18,10,161.9,230.4,24.3,57.1,77.4,94.2,59.8,23.7,44.0,44.3,10.8,no
555,18,11,88.3,317.2,28.4,78.0,86.7,45.3,121.6,7.0,35.1,27.9,203.6,1
556,18,12,60.1,176.2,35.2,55.1,89.1,41.6,82.4,49.1,38.5,25.5,149.3,No
557,18,13,73.6,391.7,33.8,,60.6,59.0,122.3,21.5,45.5,27.0,59.4,NO
558,18,14,151.1,376.7,30.3,83.0,65.2,44.7,49.3,19.2,32.9,37.3,83.2,No
559,18,15,160.4,217.9,35.5,,65.2,85.6,132.1,5.5,39.3,43.4,138.4,0
560,18,16,155.1,156.7,39.0,44.5,,75.5,31.8,27.5,46.3,46.0,132.8,FALSE
561,18,17,148.5,175.2,26.8,62.8,68.6,69.0,21.0,14.7,37.3,47.6,237.5,Yes
562,18,18,78.9,299.8,39.8,92.8,80.7,67.1,107.6,26.0,32.6,18.5,249.9,Yes
563,18,19,,255.5,38.5,63.2,81.9,41.6,87.5,29.0,39.1,28.2,132.6,N
564,18,20,127.5,259.1,34.8,78.7,64.3,45.0,106.4,34.9,38.5,39.7,146.6,0
565,18,21,,257.4,41.1,53.9,91.0,85.0,88.8,25.3,34.0,46.4,124.4,no
566,18,22,,335.5,28.4,83.5,83.7,43.4,105.3,42.8,29.8,25.5,203.9,Y
567,18,23,123.4,333.6,39.6,85.2,89.8,47.5,23.0,21.6,25.2,31.9,186.9,yes
568,18,24,,369.6,40.8,55.3,62.5,63.8,27.9,35.0,39.9,33.0,39.9,N
569,18,25,94.3,182.7,25.7,72.6,63.4,81.3,112.0,34.0,41.9,26.2,241.1,Yes
570,18,26,136.1,262.3,36.7,74.1,70.2,60.6,53.7,23.4,38.0,38.7,231.6,Y
571,18,27,64.4,267.4,29.5,66.0,82.8,62.3,85.1,33.3,34.9,20.3,249.3,True
572,18,28,158.8,348.3,29.4,47.0,88.7,86.1,96.2,20.9,34.7,45.9,209.3,True
573,18,29,107.0,368.0,36.9,74.5,58.4,79.2,24.9,16.5,35.6,34.4,173.9,Y
574,18,30,153.6,362.2,25.9,80.4,95.7,40.1,37.0,42.0,30.9,42.8,168.7,1
575,18,31,88.2,202.0,25.1,66.5,70.0,55.5,136.3,21.8,37.4,30.6,12.6,no
576,18,32,93.9,243.3,33.8,76.2,70.5,94.3,101.6,27.6,31.7,28.2,160.0,Yes
577,19,1,58.3,307.8,28.0,63.0,87.1,63.9,29.5,33.4,31.8,17.0,74.4,No
578,19,2,154.8,208.0,29.5,91.1,82.5,80.6,140.1,25.7,25.4,36.4,225.2,1
579,19,3,71.3,383.0,32.1,72.1,68.4,40.3,104.6,15.8,34.5,24.2,118.8,No
580,19,4,140.3,349.3,34.2,78.9,67.3,41.6,120.5,26.4,40.6,35.2,113.6,NO
581,19,5,135.3,288.2,34.3,62.9,70.8,43.4,79.5,13.8,39.3,42.1,192.6,Y
582,19,6,148.5,351.6,24.0,79.4,76.7,46.9,108.0,26.0,29.4,44.7,12.6,False
583,19,7,130.4,386.3,38.5,65.9,90.3,74.3,68.7,17.1,33.4,40.1,125.0,FALSE
584,19,8,101.6,352.5,41.9,88.0,,60.0,121.3,35.1,20.9,30.1,64.4,No
585,19,9,54.4,155.8,41.7,,63.1,91.9,47.8,17.8,42.3,17.4,100.5,N
586,19,10,114.8,157.8,30.5,56.3,61.6,88.2,36.9,42.8,42.8,40.3,231.8,1
587,19,11,,161.1,36.5,83.8,67.9,72.8,127.3,45.0,35.1,18.7,228.3,1
588,19,12,69.1,169.3,37.4,58.7,97.1,88.4,68.7,37.2,35.2,22.4,181.9,TRUE
589,19,13,137.2,261.1,40.7,,89.3,75.9,75.8,24.7,24.9,36.7,34.3,0
590,19,14,57.8,320.4,40.6,69.8,96.9,88.4,101.3,30.7,31.2,21.5,41.4,FALSE
591,19,15,156.6,322.1,30.9,53.9,85.8,64.7,111.5,35.1,37.1,49.6,72.2,FALSE
592,19,16,102.1,216.4,38.1,42.5,62.9,75.3,68.6,31.7,44.6,41.3,77.2,NO
593,19,17,150.1,259.5,37.4,67.6,81.9,49.1,41.7,28.9,34.3,45.4,213.4,Y
594,19,18,116.3,230.9,38.6,50.4,87.0,79.3,119.4,37.5,38.8,35.0,70.3,FALSE
595,19,19,91.6,179.9,39.3,52.3,60.8,42.3,143.3,31.5,50.9,36.5,181.4,Yes
596,19,20,65.9,292.4,33.0,90.9,64.0,62.7,144.7,34.2,36.2,15.4,167.6,Y
597,19,21,152.8,246.8,38.2,47.3,60.6,56.8,129.9,32.0,44.9,51.6,197.0,Yes
598,19,22,133.7,389.9,39.3,54.4,74.0,57.0,141.6,15.2,45.3,42.4,106.0,No
599,19,23,152.1,194.0,34.9,86.1,76.1,87.5,41.9,26.3,35.5,43.9,213.7,yes
600,19,24,57.0,349.4,38.7,55.3,91.9,79.7,19.6,50.7,39.4,22.7,168.3,1
601,19,25,116.2,395.9,25.3,62.4,75.2,47.7,64.1,20.6,39.5,41.0,10.6,N
602,19,26,98.3,386.8,26.2,,59.9,43.4,96.9,7.9,50.1,35.9,12.4,N
603,19,27,132.2,217.1,36.2,72.6,62.7,70.7,92.1,22.0,38.7,38.9,59.4,False
604,19,28,121.4,372.4,25.1,55.2,68.0,45.1,106.4,27.4,38.8,38.0,178.8,1
605,19,29,64.3,224.4,37.6,92.4,90.4,77.3,114.0,25.6,25.0,14.6,196.9,Y
606,19,30,144.2,366.9,33.5,61.2,64.0,48.6,24.2,15.8,40.2,39.3,180.4,Yes
607,19,31,89.7,386.6,36.6,45.2,57.2,91.2,45.4,25.0,51.0,33.1,133.3,No
608,19,32,135.5,271.1,35.0,58.7,75.2,51.2,127.1,36.8,37.3,42.0,6.2,0
609,20,1,124.8,210.8,34.5,40.1,95.0,52.8,139.1,18.3,34.6,41.2,145.8,0
610,20,2,94.7,315.9,24.8,74.1,95.6,64.4,122.0,21.3,31.2,28.7,42.6,N
611,20,3,99.0,162.7,35.1,91.6,70.5,56.4,50.9,21.5,27.4,29.2,141.1,False
612,20,4,142.4,260.3,35.0,52.4,72.1,81.5,30.0,17.0,44.4,44.9,249.6,True
613,20,5,124.0,234.6,39.4,65.4,90.7,50.5,73.4,9.3,29.5,38.7,172.8,Y
614,20,6,74.8,355.6,34.7,88.4,84.9,55.6,128.4,12.4,24.9,23.3,122.4,N
615,20,7,123.2,363.3,24.1,,74.6,44.6,76.9,8.0,28.1,35.0,155.7,yes
616,20,8,112.4,288.2,30.7,84.5,85.2,64.4,80.3,17.4,28.0,29.1,128.9,0
617,20,9,118.9,227.9,28.1,72.6,60.4,85.8,76.1,7.2,40.5,36.9,31.7,FALSE
618,20,10,107.7,244.1,37.4,52.6,55.5,47.7,47.1,18.5,46.3,37.2,126.6,FALSE
619,20,11,108.7,248.5,38.9,88.2,85.6,61.4,133.4,20.6,24.6,34.2,65.7,0
620,20,12,55.0,292.5,31.6,49.3,57.4,58.0,40.1,8.9,43.5,25.5,107.3,NO
621,20,13,70.2,358.6,40.5,54.8,77.6,74.0,114.9,19.7,35.7,27.3,117.4,FALSE
622,20,14,89.1,235.8,33.6,51.5,60.9,48.3,138.2,11.6,43.9,27.6,218.9,YES
623,20,15,155.7,335.5,39.1,,68.7,46.1,83.6,25.0,46.8,50.2,205.0,YES
624,20,16,138.1,202.3,33.7,51.4,86.6,44.3,144.7,15.0,37.9,46.6,168.9,Y
625,20,17,105.9,387.2,36.3,40.6,68.3,75.8,122.2,15.9,43.2,37.1,98.5,No
626,20,18,107.0,229.1,32.9,73.3,58.1,57.6,129.0,5.8,36.7,31.0,213.1,Y
627,20,19,98.8,151.8,33.2,49.2,88.9,82.2,93.2,14.3,35.7,36.9,204.6,True
628,20,20,156.6,196.9,30.3,74.4,86.2,45.9,157.4,11.2,35.2,43.7,124.6,No
629,20,21,130.6,201.6,33.4,55.5,63.3,65.8,31.6,19.0,46.3,37.6,201.8,TRUE
630,20,22,119.6,157.6,38.3,44.1,95.5,53.3,37.6,15.1,38.3,43.7,218.9,yes
631,20,23,106.8,327.8,39.2,62.2,,57.1,152.3,21.9,36.9,35.4,91.6,False
632,20,24,59.1,286.1,35.6,66.4,59.0,43.7,121.9,33.1,45.4,21.5,135.4,No
633,20,25,69.5,360.6,35.8,75.2,64.8,51.3,137.1,24.7,38.2,23.3,236.8,yes
634,20,26,76.2,152.1,31.4,56.8,70.8,77.3,154.7,16.1,44.5,31.7,81.6,0
635,20,27,58.6,297.3,30.0,48.8,89.3,88.1,160.7,15.7,33.9,25.4,192.1,YES
636,20,28,101.9,188.0,36.2,67.3,81.9,77.7,59.0,7.6,36.4,32.1,187.1,yes
637,20,29,70.6,373.4,25.2,69.7,92.6,77.5,42.6,19.1,31.6,22.5,37.8,NO
638,20,30,,351.8,34.5,74.2,89.4,41.3,52.5,23.2,27.5,38.1,156.2,yes
639,20,31,82.0,382.5,30.5,62.2,77.9,66.5,79.7,16.1,39.8,29.9,136.6,no
640,20,32,65.2,369.2,41.2,45.2,62.4,71.4,96.9,24.6,47.1,25.0,209.3,TRUE
641,21,1,84.3,222.5,38.4,58.7,62.9,63.3,84.3,30.3,46.8,28.5,26.7,0
642,21,2,148.1,279.8,24.7,85.1,58.2,85.0,141.1,21.0,38.6,41.2,96.9,No
643,21,3,143.7,169.0,33.7,55.5,,77.9,151.2,12.7,47.5,49.3,42.0,0
644,21,4,132.8,327.8,41.3,57.4,88.2,47.9,75.3,26.0,39.0,39.5,16.8,no
645,21,5,,324.3,34.6,68.9,88.9,69.9,142.6,15.6,34.1,25.7,227.0,Y
646,21,6,129.9,324.0,38.5,43.5,96.7,87.4,92.0,11.5,39.9,47.5,76.6,no
647,21,7,140.6,225.9,29.0,58.8,59.4,58.5,105.5,13.4,44.8,45.1,195.8,Y
648,21,8,124.8,313.7,25.2,40.1,71.2,58.9,135.8,10.0,50.0,40.2,111.7,FALSE
649,21,9,105.3,385.2,25.5,87.7,70.0,50.1,153.2,18.6,35.1,31.1,21.2,NO
650,21,10,136.0,277.3,40.4,43.2,58.4,47.1,90.6,10.1,48.3,47.5,26.6,0
651,21,11,66.3,172.9,32.6,53.4,87.5,46.4,109.2,9.7,41.3,21.8,82.2,no
652,21,12,124.7,182.5,40.6,83.6,85.8,50.0,125.9,9.8,33.5,30.1,230.4,YES
653,21,13,123.1,314.9,24.7,87.6,,64.0,59.2,20.0,29.6,37.0,141.5,no
654,21,14,66.1,384.5,39.8,88.4,81.4,63.2,45.9,12.2,25.5,17.2,134.1,NO
655,21,15,123.0,300.5,28.3,92.0,58.8,57.1,78.2,2.7,38.4,37.2,143.7,NO
656,21,16,113.6,150.2,29.3,75.9,63.2,74.8,96.5,16.5,38.6,30.4,118.2,0
657,21,17,129.4,245.1,27.4,70.1,80.2,88.3,143.6,17.9,39.2,38.9,236.4,TRUE
658,21,18,56.3,383.2,33.3,52.8,87.5,45.1,104.7,8.1,38.9,20.8,38.6,0
659,21,19,61.0,258.4,31.6,53.8,79.8,40.8,87.5,17.5,38.5,21.5,169.3,True
660,21,20,,224.7,32.2,41.3,70.1,83.0,99.9,19.8,42.7,47.8,9.3,False
661,21,21,890.2467616655795,377.8,38.4,72.2,72.9,85.5,28.4,21.7,38.0,38.2,5.6,0
662,21,22,117.3,291.0,27.0,46.5,63.3,59.6,85.3,21.4,50.4,40.3,51.3,NO
663,21,23,133.0,246.3,37.3,67.1,96.5,48.9,60.2,0.0,32.3,39.9,104.6,no
664,21,24,148.8,376.0,41.0,75.0,94.3,48.3,118.5,22.2,27.2,41.8,179.9,YES
665,21,25,102.5,211.1,29.1,92.1,88.5,75.4,158.2,9.4,28.7,25.8,195.5,Y
666,21,26,73.5,326.7,34.6,59.2,89.2,84.1,134.7,20.7,39.6,27.8,130.3,N
667,21,27,60.3,379.4,41.3,47.4,66.5,69.1,127.8,19.4,42.8,27.6,76.1,FALSE
668,21,28,143.2,317.0,27.9,90.3,87.1,51.1,105.6,2.8,30.0,37.6,22.4,NO
669,21,29,106.9,173.4,27.4,42.1,83.9,68.9,93.6,22.5,46.0,36.6,12.7,No
670,21,30,120.7,157.3,27.6,63.0,94.7,57.6,121.4,25.5,36.5,35.3,27.8,N
671,21,31,156.3,268.7,39.8,52.5,74.7,45.9,25.2,28.5,46.1,52.9,236.3,True
672,21,32,71.5,372.8,33.0,56.8,64.5,46.3,55.7,13.3,42.6,24.1,233.4,TRUE
673,22,1,97.2,48.8,31.9,70.8,89.4,67.2,33.7,15.7,33.2,33.3,208.5,Y
674,22,2,63.7,26.4,29.6,91.4,,50.4,54.0,11.2,28.2,13.4,125.8,no
675,22,3,63.2,6.5,33.1,89.3,59.2,93.3,27.6,15.6,31.3,20.0,156.5,1
676,22,4,115.7,19.3,31.9,79.4,74.2,62.5,19.2,23.8,35.4,32.0,22.9,No
677,22,5,156.2,49.7,35.7,63.3,71.2,72.7,52.6,21.1,40.6,45.5,223.1,Yes
678,22,6,890.2467616655795,40.6,33.9,42.7,89.8,86.7,25.3,17.9,42.6,33.2,9.1,FALSE
679,22,7,141.4,42.9,31.2,86.8,63.3,73.4,25.5,19.2,33.1,35.8,160.0,yes
680,22,8,54.0,0.2,35.8,76.5,76.6,91.7,60.1,15.7,30.1,20.3,191.9,1
681,22,9,70.7,19.4,40.8,89.9,92.3,62.5,29.3,21.1,22.8,14.7,200.3,True
682,22,10,108.5,47.6,25.8,44.2,89.7,70.0,61.7,8.0,38.3,41.4,16.2,no
683,22,11,67.0,4.8,33.3,90.3,95.2,91.3,48.0,15.6,20.6,22.0,69.5,N
684,22,12,59.3,25.4,24.1,47.8,78.3,61.7,57.4,12.7,45.9,23.0,102.1,N
685,22,13,77.1,15.4,33.4,67.2,67.6,60.9,18.0,21.3,44.2,24.9,141.0,0
686,22,14,81.2,3.7,41.6,60.4,80.7,76.5,25.9,18.6,42.4,27.1,9.3,N
687,22,15,154.7,28.8,37.5,57.5,61.1,66.7,32.2,21.5,41.9,48.3,204.8,1
688,22,16,72.7,56.4,24.9,47.5,83.1,50.9,39.8,9.7,38.1,28.4,229.0,True
689,22,17,74.3,56.8,30.4,40.1,73.6,94.3,20.5,15.7,44.4,29.1,109.2,NO
690,22,18,,36.7,25.6,72.8,97.6,70.6,36.9,14.9,27.1,42.8,82.8,No
691,22,19,,3.7,33.6,63.9,95.5,64.1,27.7,11.8,36.7,38.3,158.7,True
692,22,20,68.3,59.4,26.8,83.5,96.1,49.1,53.6,15.4,24.6,17.5,147.4,False
693,22,21,60.5,30.2,41.5,75.3,72.3,51.5,44.2,4.6,30.8,21.4,173.4,True
694,22,22,145.7,27.7,33.7,61.5,70.7,59.1,41.3,20.9,41.2,48.1,202.7,YES
695,22,23,106.9,41.5,41.8,86.5,57.9,91.4,37.5,25.3,38.7,33.3,75.7,No
696,22,24,68.0,9.1,35.1,92.2,87.4,62.6,32.9,18.4,24.4,17.1,75.9,NO
697,22,25,101.6,48.1,31.7,68.1,56.3,62.8,49.8,6.8,40.9,32.8,109.3,False
698,22,26,128.5,54.3,34.5,86.6,75.9,93.9,33.2,14.1,32.8,39.4,82.3,0
699,22,27,89.4,45.9,41.3,62.9,81.0,46.2,31.7,12.7,32.1,32.7,160.1,yes
700,22,28,94.8,58.7,27.8,62.4,71.2,61.5,27.1,22.3,40.8,28.1,138.7,NO
701,22,29,156.9,17.5,27.5,44.3,70.6,84.8,55.4,19.4,42.2,54.0,156.2,YES
702,22,30,78.5,14.1,31.7,71.8,74.9,61.5,16.3,26.1,34.9,25.4,221.3,True
703,22,31,113.3,21.0,28.2,45.0,95.1,50.7,49.0,18.6,33.6,38.9,210.8,Y
704,22,32,93.2,37.6,32.8,79.6,73.4,46.2,14.5,8.4,32.1,29.9,224.5,YES
705,23,1,121.6,41.0,18.1,51.1,74.3,75.8,57.9,26.0,45.2,37.1,135.4,N
706,23,2,190.5,53.5,20.9,78.3,55.6,66.6,59.5,31.2,36.6,52.7,162.4,True
707,23,3,,7.2,8.9,85.5,80.6,78.8,51.9,13.3,32.1,44.0,230.4,Y
708,23,4,247.8,34.0,18.4,86.6,61.4,57.6,24.1,18.2,35.5,61.1,179.0,Y
709,23,5,177.8,54.5,13.0,89.6,90.4,76.0,45.4,19.2,30.3,48.2,137.4,0
710,23,6,185.8,7.3,17.0,66.8,76.0,60.6,39.6,15.2,36.0,53.1,145.7,0
711,23,7,157.0,54.6,9.9,69.8,68.0,82.6,15.3,20.4,35.3,48.9,223.7,True
712,23,8,140.8,54.1,9.2,81.5,59.8,44.2,58.8,15.6,40.2,37.5,204.3,TRUE
713,23,9,200.2,2.6,21.1,42.2,89.4,89.8,47.9,11.3,41.5,57.9,113.2,NO
714,23,10,135.0,15.7,18.9,67.6,92.0,87.0,27.5,13.5,31.0,37.1,225.3,yes
715,23,11,131.2,56.6,9.5,55.0,69.2,47.4,50.7,10.0,47.2,38.5,37.7,no
716,23,12,203.8,6.6,17.1,69.1,67.4,82.0,51.1,16.7,38.7,61.2,111.6,No
717,23,13,200.8,29.1,10.4,74.3,59.1,94.2,27.9,17.2,41.2,57.1,236.7,TRUE
718,23,14,167.0,5.0,10.4,53.6,,45.2,13.1,9.9,40.0,54.7,177.4,yes
719,23,15,191.6,36.3,12.3,53.1,70.2,56.0,12.2,7.4,40.0,56.3,109.0,False
720,23,16,233.7,31.6,20.4,64.6,87.0,62.5,31.2,6.3,31.4,62.3,46.7,FALSE
721,23,17,132.6,3.7,8.8,89.9,84.1,75.7,59.5,15.9,26.6,32.0,158.7,TRUE
722,23,18,170.4,41.2,8.4,88.9,67.7,46.9,29.4,15.2,29.9,43.6,231.5,Yes
723,23,19,890.2467616655795,3.0,9.8,46.2,94.7,90.8,57.1,9.9,40.1,48.2,72.1,NO
724,23,20,197.7,29.4,10.2,79.9,82.7,50.5,58.5,19.8,33.8,54.3,92.1,no
725,23,21,118.2,47.8,21.2,50.4,73.5,84.3,33.4,10.5,46.8,35.9,211.0,YES
726,23,22,125.1,8.4,13.7,84.2,93.6,46.4,11.2,21.1,28.5,33.5,214.8,True
727,23,23,173.8,6.9,10.2,83.1,86.9,47.2,20.6,18.4,25.2,49.5,76.4,0
728,23,24,141.2,7.8,10.4,88.5,61.6,83.1,7.8,22.5,38.4,40.4,242.8,yes
729,23,25,112.4,39.2,14.7,67.3,84.8,81.0,34.1,15.7,37.3,34.9,123.9,no
730,23,26,217.0,18.0,19.0,88.0,,49.1,36.9,9.4,31.0,57.5,224.5,Y
731,23,27,136.8,48.9,20.9,85.1,60.0,70.8,21.2,13.5,41.2,36.8,59.7,No
732,23,28,123.4,44.5,19.9,54.3,56.3,81.0,14.0,21.0,48.2,36.8,129.4,NO
733,23,29,114.3,56.6,19.4,80.7,92.7,74.0,48.1,28.3,24.7,37.2,224.6,Yes
734,23,30,144.4,16.7,21.7,61.2,81.6,63.3,24.4,15.9,38.3,42.9,193.5,True
735,23,31,223.5,32.5,8.2,89.3,70.1,74.0,46.2,26.3,32.3,55.2,226.8,1
736,23,32,106.1,54.6,12.7,77.1,75.6,77.2,24.2,20.1,30.9,29.4,152.5,Y
737,24,1,187.8,49.3,8.4,63.6,75.5,53.5,42.2,12.6,37.4,51.8,144.9,False
738,24,2,153.4,39.4,21.5,69.2,92.1,60.1,49.9,17.2,36.2,42.7,174.1,YES
739,24,3,156.5,46.7,16.4,82.5,58.1,45.4,8.8,8.0,40.6,44.7,35.0,No
740,24,4,240.4,46.9,18.6,73.7,87.3,42.8,43.7,20.3,28.3,70.0,238.3,1
741,24,5,223.1,42.6,10.9,86.2,,52.9,60.2,24.8,37.1,59.4,49.7,0
742,24,6,207.8,38.3,14.1,72.4,75.0,85.6,45.1,12.5,38.9,55.2,48.1,N
743,24,7,150.1,51.5,19.6,72.3,63.8,84.0,21.5,22.4,34.5,39.8,36.0,NO
744,24,8,235.5,43.4,20.1,46.3,75.2,87.2,38.0,25.6,48.3,69.7,81.1,FALSE
745,24,9,105.1,11.9,20.3,48.1,92.0,67.1,7.7,20.8,35.4,36.3,234.5,True
746,24,10,205.2,54.3,15.0,74.9,68.3,56.4,8.1,22.1,39.1,57.1,21.7,No
747,24,11,114.7,31.4,21.6,87.6,66.7,47.2,28.6,7.9,29.0,29.4,95.3,FALSE
748,24,12,238.1,14.1,12.8,50.1,88.0,70.9,27.4,16.3,33.7,72.1,164.4,Y
749,24,13,93.3,3.2,17.6,81.2,59.3,81.6,47.6,28.3,33.8,23.8,136.6,False
750,24,14,178.1,22.2,17.5,58.4,56.3,80.3,43.4,19.5,47.1,51.9,148.6,False
751,24,15,113.8,45.7,13.4,88.5,74.5,82.6,39.1,12.6,30.1,32.2,241.3,YES
752,24,16,121.3,28.7,20.8,72.4,89.9,71.9,46.1,21.9,32.0,33.9,160.9,1
753,24,17,150.2,38.7,9.9,63.3,74.1,57.7,40.2,13.3,37.8,48.1,173.7,True
754,24,18,209.6,17.1,9.4,87.6,82.9,84.3,34.1,11.8,31.7,50.8,215.9,TRUE
755,24,19,247.3,53.9,19.8,63.6,58.0,77.3,47.8,23.9,44.5,70.6,30.8,False
756,24,20,185.5,58.9,17.9,48.6,88.4,46.1,33.9,21.5,42.3,57.6,69.6,NO
757,24,21,136.8,17.8,13.4,66.4,55.8,54.6,61.2,12.1,39.1,40.2,220.5,Y
758,24,22,233.4,13.2,21.5,69.2,88.9,50.6,43.0,15.7,32.4,69.4,171.1,True
759,24,23,,59.0,11.6,63.3,61.4,79.3,58.7,21.6,42.2,36.3,205.6,Y
760,24,24,222.2,1.3,16.1,56.0,61.4,54.6,31.9,23.6,47.7,65.3,60.2,N
761,24,25,152.8,36.5,8.1,46.8,79.0,42.3,61.4,16.6,40.8,49.0,37.9,N
762,24,26,206.3,30.4,17.9,,,70.8,59.8,16.1,47.9,63.4,73.4,FALSE
763,24,27,242.7,8.7,19.7,63.8,74.8,56.0,44.3,12.6,39.1,70.2,16.5,False
764,24,28,108.7,29.8,14.3,64.8,63.8,84.8,9.7,12.4,44.7,35.6,245.7,Yes
765,24,29,148.0,0.2,18.3,61.7,82.3,47.7,51.4,11.0,33.4,48.0,108.9,No
766,24,30,102.4,2.4,18.7,,78.2,82.5,43.8,1.9,34.5,28.9,72.8,False
767,24,31,164.1,41.0,20.7,83.5,95.7,90.0,28.8,8.7,23.0,43.4,127.8,0
768,24,32,157.1,47.7,20.0,60.0,71.6,47.7,25.6,23.0,36.0,48.5,103.6,no
769,25,1,141.8,31.0,16.0,81.5,63.5,91.5,15.9,13.5,40.9,39.5,223.1,YES
770,25,2,251.5,26.3,14.5,57.9,58.0,84.1,46.7,12.7,40.8,75.1,194.5,yes
771,25,3,91.5,55.6,10.4,71.9,64.4,68.4,15.7,15.1,37.0,29.1,86.2,NO
772,25,4,233.9,32.0,9.9,40.1,85.4,70.4,33.1,7.0,43.1,73.6,141.1,FALSE
773,25,5,129.7,2.1,12.2,87.1,93.1,65.1,17.9,6.8,29.1,35.2,109.0,FALSE
774,25,6,100.0,4.4,13.6,71.3,75.6,53.6,18.0,17.9,35.1,33.9,90.8,N
775,25,7,118.8,32.9,16.4,93.9,83.8,73.2,39.4,24.4,24.9,27.5,246.0,TRUE
776,25,8,249.7,52.2,19.6,86.4,58.0,72.9,31.1,27.5,38.3,61.2,143.7,0
777,25,9,209.3,50.1,10.1,63.1,83.0,65.9,43.9,26.1,36.6,55.5,112.1,N
778,25,10,177.3,16.8,9.5,55.1,95.4,91.2,17.3,0.0,30.6,52.0,8.6,NO
779,25,11,174.8,38.0,15.0,66.7,72.0,40.9,48.0,9.7,34.0,54.3,49.5,No
780,25,12,140.8,51.8,12.9,94.8,79.6,65.5,24.5,13.0,25.3,32.2,28.2,False
781,25,13,193.3,11.9,11.1,,71.1,65.7,48.8,9.4,35.7,56.8,134.0,0
782,25,14,245.5,4.2,19.8,54.0,69.0,62.1,62.3,11.3,43.5,70.6,80.4,No
783,25,15,155.9,55.6,11.6,,85.2,73.3,9.5,11.7,40.1,51.0,160.7,Yes
784,25,16,,28.4,20.6,47.1,89.1,61.1,25.4,6.9,39.3,68.8,15.4,N
785,25,17,217.5,5.6,9.9,67.5,76.1,56.6,25.7,17.8,37.0,57.4,246.7,Yes
786,25,18,122.5,50.6,21.2,56.2,61.8,79.1,43.4,13.1,47.9,43.3,28.5,NO
787,25,19,230.6,25.5,17.2,83.0,91.8,84.9,26.7,17.2,27.0,64.5,114.8,No
788,25,20,217.1,54.7,18.3,59.4,75.5,72.2,9.7,19.8,38.1,58.6,126.3,No
789,25,21,132.1,37.8,18.3,87.6,95.3,81.4,60.9,14.7,29.3,40.1,149.4,False
790,25,22,251.8,49.2,13.7,59.7,94.4,87.8,37.5,14.7,29.7,67.1,33.6,NO
