outbreak_id,date_id,state_id,disease_id,source_id,new_outbreak_flag,controlled_flag,containment_rate_pct,response_time_hours,alert_level,predicted_cases,historical_cases,forecast_accuracy_pct,hospital_readiness_score,resource_readiness_score,emergency_alert_flag,state_name_raw
1274,25,22,4,3,Y,NO,72.1,22.1,Low,3771,4899,72.0,62.4,72.4,No,Sikkim
1275,2,23,3,2,Yes,1,100.0,52.9,Moderate,1015,1165,88.1,66.5,74.5,N,Tamil Nadu
1276,15,2,11,5,YES,False,73.2,23.8,High,2777,3163,88.0,53.1,52.5,YES,Arunachal Pradesh
1277,30,29,4,4,YES,yes,58.3,59.4,Low,4642,4914,94.5,69.8,65.1,No,Delhi (NCT)
1278,20,22,1,6,TRUE,N,59.0,82.9,Moderate,3256,3697,92.9,63.7,38.5,FALSE,Sikkim
1279,24,2,9,1,Yes,1,62.6,54.5,Moderate,2248,1696,66.4,43.0,78.7,No,Arunachal Pradesh
1280,31,10,3,4,Yes,True,58.3,,Moderate,3008,3234,92.0,71.1,86.5,NO,Jharkhand
1281,8,18,6,6,TRUE,yes,46.9,78.6,Moderate,2448,3067,82.0,71.4,47.5,0,Nagaland
1282,27,3,3,3,True,1,52.8,55.3,Low,1057,1182,85.6,66.3,64.2,False,Assam
1283,34,30,6,5,Yes,YES,81.8,,Low,3681,3901,98.6,76.0,45.6,NO,Jammu and Kashmir
1284,13,1,9,4,True,Yes,76.4,,Low,4132,4451,93.8,74.0,59.7,0,Andhra Pradesh
1285,19,5,8,6,yes,Yes,85.6,12.0,Low,1848,1604,89.3,69.9,65.5,NO,Chhattisgarh
1286,2,4,8,4,TRUE,yes,83.6,23.5,MODERATE,4827,4184,83.9,76.0,40.3,0,Bihar
1287,32,21,6,1,1,yes,41.5,36.8,Low,2250,2900,74.7,65.9,66.4,0,Rajasthan
1288,7,20,6,4,YES,YES,68.9,64.8,Moderate,4597,3409,62.2,66.9,60.6,N,Punjab
1289,27,19,11,5,Y,yes,57.4,38.0,Low,2572,2021,74.7,50.1,55.6,No,odisha
1290,35,8,5,3,True,NO,,5.6,Low,1419,1183,81.4,53.2,68.5,FALSE,Haryana
1291,36,18,11,6,yes,Y,62.1,66.3,Low,1343,1351,97.1,93.2,58.4,NO,Nagaland
1292,7,32,7,3,1,True,58.3,6.7,Low,1570,1487,96.6,83.3,47.6,NO,Puducherry
1293,19,7,7,4,Y,no,30.6,16.2,High,5709,4521,73.0,61.8,100.0,No,Gujarat
1294,29,27,10,6,True,yes,86.5,,Moderate,524,542,95.9,69.2,65.9,0,Uttarakhand
1295,21,29,5,4,TRUE,True,84.2,19.9,High,2723,3192,80.7,,35.3,Y,Delhi (NCT)
1296,30,10,7,4,1,YES,36.2,77.2,Low,2395,2263,91.9,73.3,60.7,FALSE,Jharkhand
1297,29,21,4,2,yes,1,62.0,54.0,Low,3954,2828,59.3,61.9,35.2,NO,Rajasthan
1298,8,28,12,5,1,YES,59.5,62.8,Moderate,3385,3517,98.1,70.5,39.1,no,West Bengal
1299,16,29,9,3,Yes,Y,80.6,41.8,Low,6522,4771,,64.1,78.7,FALSE,Delhi (NCT)
1300,13,25,6,4,yes,Y,,,Moderate,683,704,99.6,46.2,67.5,False,Tripura
1301,12,28,12,1,True,False,64.1,3.5,Low,1173,1443,80.1,71.6,47.6,False,West Bengal
1302,15,11,8,1,YES,no,62.9,24.8,High,1591,1369,,74.9,57.0,N,Karnataka
1303,31,12,2,1,1,True,,57.2,Low,4391,4756,94.9,48.3,45.4,no,Kerala
1304,30,23,10,6,yes,YES,60.3,,Low,2324,2874,80.9,54.1,61.1,no,Tamil Nadu
1305,25,25,1,6,True,Yes,76.6,15.9,Moderate,2965,3761,78.3,45.0,99.4,False,Tripura
1306,22,32,9,1,TRUE,YES,37.1,94.8,MODERATE,3446,2877,84.8,55.6,54.5,No,Puducherry
1307,13,18,2,4,yes,FALSE,31.9,78.0,high,417,455,93.2,51.2,36.2,NO,Nagaland
1308,9,21,7,5,TRUE,0,25.4,54.8,Moderate,3664,4258,89.0,50.9,85.6,False,Rajasthan
1309,29,29,1,4,Yes,No,64.0,37.9,Moderate,6549,4949,69.0,56.1,85.8,N,Delhi (NCT)
1310,18,25,2,2,True,N,55.7,91.6,Moderate,2413,3045,77.6,68.8,63.8,No,Tripura
1311,4,18,12,6,Y,yes,76.0,17.9,Moderate,571,418,65.5,54.4,81.9,no,Nagaland
1312,13,25,9,6,True,True,47.9,33.1,Moderate,1455,1347,88.3,53.2,83.2,N,Tripura
1313,16,30,7,3,Y,TRUE,43.0,23.8,Low,5558,4549,80.4,86.4,83.3,N,Jammu and Kashmir
1314,20,1,12,4,Y,Yes,59.2,10.2,High,1185,1285,87.5,78.4,43.7,0,Andhra Pradesh
1315,10,19,9,3,YES,N,88.2,74.0,Low,109,156,69.8,60.5,65.9,0,Odisha
1316,24,15,11,6,1,1,72.8,82.1,Low,3337,2407,63.6,78.3,66.8,0,Manipur
1317,31,12,7,5,YES,Yes,55.5,43.6,Low,2045,2678,81.2,94.3,75.0,FALSE,Kerala
1318,11,9,4,5,True,False,57.8,68.3, Moderate ,1993,2450,79.3,57.0,75.8,0,Himachal Pradesh
1319,11,8,6,4,TRUE,True,52.3,34.3,Low,5535,4368,76.7,91.4,56.7,No,Haryana
1320,14,9,11,3,1,yes,45.0,66.5,Low,4098,3689,85.1,66.3,54.9,False,Himachal Pradesh
1321,23,27,8,3,True,False,81.2,83.5,Low,671,785,87.0,65.5,53.1,FALSE,Uttarakhand
1322,18,8,12,4,Y,No,35.1,3.7,Moderate,1650,1220,65.8,85.7,66.0,no,Haryana
1323,21,27,9,1,Yes,Y,36.9,59.8,Low,554,491,86.6,82.7,70.9,FALSE,Uttarakhand
1324,20,24,8,6,Y,True,52.0,32.9,Low,1318,1491,,71.7,48.4,False,Telangana
1325,26,24,8,3,Y,N,61.4,19.3,Low,2171,1874,87.8,86.1,44.9,No,Telangana
1326,36,23,3,3,True,TRUE,43.1,55.5,Moderate,343,349,99.3,61.9,60.7,NO,Tamil Nadu
1327,28,20,6,3,Yes,no,74.5,4.7,High,1438,1424,96.3,66.6,46.7,1,Punjab
1328,35,32,9,4,YES,Y,72.6,28.5,Moderate,627,579,91.9,100.0,56.9,no,Puducherry
1329,20,18,3,6,TRUE,1,36.7,78.3,Low,533,547,95.1,59.4,60.9,no,Nagaland
1330,3,27,10,4,True,TRUE,49.9,79.4,moderate,4001,4531,87.1,66.7,65.7,NO,Uttarakhand
1331,34,28,11,4,YES,yes,78.5,91.2,Low,2883,2323,74.2,70.6,41.1,N,West Bengal
1332,28,13,10,1,yes,YES,33.7,33.6,Low,1826,1842,100.0,61.9,80.5,No,Madhya Pradesh
1333,13,6,9,2,YES,True,68.9,35.0,High,876,896,100.0,82.5,79.2,No,Goa
1334,6,7,2,6,Yes,N,46.7,49.1,Moderate,4045,3108,66.1,78.0,61.2,no,Gujarat
1335,17,21,6,2,TRUE,yes,70.6,30.6,Low,4760,4437,97.5,54.5,78.4,no,Rajasthan
1336,10,26,2,4,1,Y,72.2,74.6,LOW,5921,4989,77.0,,58.8,no,Uttar Pradesh
1337,23,30,12,1,Y,0,92.6,45.7,Low,1302,1074,75.8,100.0,65.4,0,Jammu and Kashmir
1338,13,30,12,3,yes,N,61.5,,Moderate,4517,4672,98.5,57.4,68.7,N,Jammu and Kashmir
1339,28,16,11,5,TRUE,False,82.2,25.6,Moderate,3879,3820,100.0,66.1,39.4,0,Meghalaya
1340,23,28,11,5,YES,yes,75.6,10.2,Low,420,501,80.6,58.2,87.0,FALSE,west bengal
1341,25,3,12,5,Yes,True,68.8,36.8,Moderate,4610,3318,57.7,79.2,77.8,False,Assam
1342,28,9,5,4,Y,FALSE,47.8,58.1,High,1404,1884,76.7,80.3,91.7,YES,Himachal Pradesh
1343,13,26,11,4,1,False,97.5,7.6,Low,2742,3504,80.5,65.0,64.9,no,Uttar Pradesh
1344,8,32,10,5,TRUE,True,22.7,28.7,Low,4388,3567,77.8,90.5,35.7,0,Puducherry
1345,4,6,1,4,True,Yes,71.9,78.0,High,3106,2296,65.1,100.0,91.6,0,Goa
1346,4,21,12,2,1,FALSE,50.2,3.5,High,4205,4681,93.9,64.5,87.9,N,Rajasthan
1347,11,7,3,1,1,Yes,77.5,56.0,High,949,740,71.9,100.0,36.8,TRUE,Gujarat
1348,18,23,12,3,True,FALSE,76.2,15.9,Low,3990,4895,78.2,37.7,66.0,no,Tamil Nadu
1349,27,12,3,4,Y,YES,74.7,7.2,Low,3151,2583,76.8,71.8,68.8,FALSE,Kerala
1350,16,14,11,3,YES,TRUE,49.0,24.1,Moderate,447,542,80.3,82.0,97.0,NO,Maharashtra
1351,25,9,6,3,Yes,YES,100.0,79.8,Moderate,4204,3105,63.9,61.1,100.0,No,Himachal Pradesh
1352,32,21,6,5,True,no,91.5,90.8,Moderate,330,425,74.0,59.1,55.0,No,Rajasthan
1353,18,11,1,3,YES,True,42.5,14.4,Low,3579,3838,97.0,96.6,79.9,no,Karnataka
1354,4,32,5,6,1,YES,85.0,82.6,Moderate,1331,987,69.1,40.2,73.9,FALSE,Puducherry
1355,16,12,9,5,1,True,50.1,68.2,Moderate,2114,1574,67.0,58.3,68.0,N,Kerala
1356,2,9,5,2,Yes,Yes,69.2,73.1,Low,3169,3899,78.9,75.8,94.2,0,Himachal Pradesh
1357,1,30,8,2,TRUE,yes,44.1,9.9,Moderate,4446,3996,89.6,,100.0,FALSE,Jammu and Kashmir
1358,16,9,8,4,Y,yes,58.2,91.5,Moderate,3108,2371,70.6,49.9,66.0,no,Himachal Pradesh
1359,17,29,7,3,Y,YES,62.1,37.0,Low,1477,1412,94.9,58.1,100.0,no,Delhi (NCT)
1360,21,20,9,1,YES,N,66.3,28.3,Low,1251,1225,94.7,67.4,57.7,N,Punjab
1361,28,7,6,2,True,False,100.0,90.3,Low,4877,3493,60.7,89.2,64.2,0,Gujarat
1362,9,18,3,2,Yes,yes,88.7,79.7,Low,70,68,100.0,66.0,55.9,No,Nagaland
1363,7,14,5,2,1,No,79.5,58.3,Low,4071,3401,78.8,72.8,58.2,N,Maharashtra
1364,11,31,10,5,TRUE,no,66.0,,Moderate,2407,1964,75.4,72.4,80.7,0,Ladakh
1365,12,19,8,5,Yes,True,63.1,31.3,Low,3389,2680,74.0,67.2,80.9,NO,Odisha
1366,3,15,8,1,YES,N,80.0,51.3,Moderate,4426,3657,74.4,93.2,70.2,no,Manipur
1367,16,24,6,2,Yes,True,62.7,77.1,High,3016,4223,68.7,77.3,39.6,FALSE,Telangana
1368,6,27,11,6,Y,True,57.8,33.7,Low,31,26,80.6,71.0,100.0,FALSE,Uttarakhand
1369,21,6,1,3,YES,Y,44.4,13.4,Low,5109,3763,,46.8,48.4,no,Goa
1370,14,26,5,2,TRUE,True,63.6,30.9,Low,4721,3452,58.7,75.4,78.1,0,Uttar Pradesh
1371,27,6,5,6,Yes,TRUE,84.8,94.7,Moderate,1955,2280,81.4,85.0,74.7,No,Goa
1372,30,10,3,5,YES,no,74.9,87.6, High ,2436,2633,91.8,65.5,75.8,YES,Jharkhand
1373,30,4,11,5,yes,TRUE,36.9,58.0,High,5574,4372,70.0,66.5,93.7,Y,Bihar
1374,7,4,10,3,YES,No,70.9,17.4,Low,2734,3240,87.5,89.7,48.2,No,Bihar
1375,3,3,1,2,yes,1,68.4,66.6,Low,3292,4308,73.1,74.2,72.0,FALSE,Assam
1376,28,31,8,3,1,N,86.2,39.9,Low,1266,1260,,61.6,67.6,No,Ladakh
1377,31,11,9,2,yes,yes,89.2,70.1,High,900,870,93.1,73.9,54.5,False,Karnataka
1378,27,14,4,4,yes,TRUE,38.4,54.2,Low,3762,4558,84.0,76.9,64.9,False,Maharashtra
1379,27,19,2,6,YES,yes,55.4,22.6,Moderate,3506,3602,98.4,84.0,51.8,No,Odisha
1380,30,21,8,5,yes,Yes,97.3,45.1,High,4409,3733,,88.6,100.0,False,Rajasthan
1381,32,26,10,5,yes,1,71.8,483.50257056715145,Low,512,494,95.1,60.1,48.3,N,Uttar Pradesh
1382,21,27,1,2,TRUE,YES,75.0,90.5,High,4592,4597,98.7,76.0,94.0,N,Uttarakhand
1383,21,10,3,3,1,yes,71.9,90.2,Low,319,350,89.8,57.2,91.7,FALSE,Jharkhand
1384,9,6,1,2,yes,Yes,57.8,71.8,Low,1169,1255,92.7,49.7,68.7,FALSE,Goa
1385,17,22,6,3,True,TRUE,51.1,19.8,Moderate,2575,2239,89.0,66.7,49.6,NO,Sikkim
1386,30,9,4,3,Yes,yes,88.0,10.1,Low,3231,2560,71.0,92.3,75.2,NO,Himachal Pradesh
1387,28,20,4,4,Yes,1,42.6,67.7,Moderate,1509,1509,100.0,56.1,92.9,No,Punjab
1388,15,32,3,1,Yes,1,44.0,44.4,Moderate,3847,4678,78.9,82.7,59.6,False,Puducherry
1389,13,24,11,6,YES,0,75.4,82.4,Low,2339,3157,70.6,62.1,57.5,NO,Telangana
1390,11,24,1,3,1,Y,79.7,22.8,high,2868,3700,72.6,95.8,69.3,NO,Telangana
1391,36,17,1,6,TRUE,1,100.0,30.5,Low,2727,2811,100.0,75.3,100.0,False,Mizoram
1392,22,13,10,5,YES,TRUE,40.9,15.5,Moderate,2520,1898,66.3,51.4,88.5,FALSE,madhya pradesh
1393,19,32,7,1,Y,1,100.0,59.6,Moderate,3939,3101,69.2,63.1,53.6,NO, Puducherry  
1394,20,20,7,5,yes,TRUE,81.5,46.4,Low,1733,1582,90.3,66.7,68.4,0,Punjab
1395,15,28,11,5,TRUE,no,71.6,39.3,Moderate,890,994,92.1,55.4,98.5,NO,West Bengal
1396,34,27,9,3,TRUE,Yes,40.2,95.5,Moderate,4438,4546,,69.3,42.2,0,Uttarakhand
1397,21,22,10,4,YES,1,31.0,11.7,Moderate,3455,2492,56.7,86.4,85.7,N,Sikkim
1398,12,25,7,2,yes,Y,53.9,,High,1167,1305,86.1,100.0,60.1,TRUE,Tripura
1399,11,32,4,4,1,True,79.8,88.4,Low,3315,3712,88.0,94.0,52.2,FALSE,Puducherry
1400,11,31,1,2,YES,False,62.2,38.9,Low,877,790,84.9,53.8,72.5,FALSE,Ladakh
1401,16,17,11,4,Yes,Yes,51.5,90.9,High,5093,4588,86.5,78.7,78.3,yes,Mizoram
1402,7,20,10,5,Yes,N,74.9,93.6,Low,3529,2560,63.2,57.2,71.5,False,Punjab
1403,33,26,3,6,TRUE,1,75.1,64.5,Moderate,2704,2278,84.6,61.6,81.7,FALSE,Uttar Pradesh
1404,34,31,10,3,1,no,46.9,21.4,Low,1637,1369,81.9,69.5,76.9,No,Ladakh
1405,16,24,2,6,yes,Y,70.0,27.5,Low,3461,2942,78.6,53.9,85.6,False,Telangana
1406,6,15,11,5,1,YES,93.8,78.5,Low,3322,4003,86.2,38.6,83.4,FALSE,Manipur
1407,16,7,9,4,1,TRUE,78.2,,Low,4344,4142,90.4,76.5,36.2,NO,Gujarat
1408,18,31,7,6,True,True,34.9,18.9,Moderate,4704,4880,96.4,83.2,63.9,NO,Ladakh
1409,32,32,10,5,1,False,97.2,16.1,Low,1966,1898,97.1,57.3,60.4,No,Puducherry
1410,6,11,3,4,YES,No,68.9,5.4,Low,3564,4410,76.5,66.4,71.1,0,Karnataka
1411,24,12,1,5,Yes,yes,92.2,68.1,Low,4346,3556,81.5,58.8,79.4,NO,Kerala
1412,14,5,4,6,True,TRUE,61.1,57.2,Moderate,2424,1732,59.9,80.8,86.3,NO,Chhattisgarh
1413,5,19,1,2,Y,Yes,67.1,93.7,Low,1025,742,61.2,73.8,77.3,NO,Odisha
1414,16,8,9,2,Yes,True,56.9,15.8,Low,764,823,92.5,100.0,69.9,No,Haryana
1415,12,23,10,2,Yes,TRUE,83.0,21.3,Moderate,3237,2499,70.0,32.2,50.9,False,Tamil Nadu
1416,30,32,11,1,Yes,TRUE,57.5,62.1,High,5135,4976,98.7,100.0,46.5,No,Puducherry
1417,7,6,8,2,True,True,42.6,65.6,Low,5492,4212,74.2,57.3,63.9,NO,Goa
1418,19,20,9,5,True,Y,52.5,58.4,HIGH,2269,2619,90.8,94.7,42.3,No,Punjab
1419,24,5,6,4,1,Yes,77.9,75.2,Low,2962,2311,72.1,,60.6,No,Chhattisgarh
1420,30,4,12,2,Y,YES,88.7,88.7,Low,6300,4879,74.7,50.1,77.3,0,Bihar
1421,12,3,5,6,TRUE,TRUE,,64.8,Moderate,3375,2577,69.0,87.1,32.0,0,Assam
1422,1,13,5,1,YES,True,42.7,483.50257056715145,Moderate,207,184,90.0,59.6,92.6,NO,Madhya Pradesh
1423,11,8,7,3,True,1,80.4,69.0,Low,2614,2072,73.9,75.7,59.3,False,Haryana
1424,14,12,5,2,TRUE,TRUE,72.6,62.2,Moderate,4662,3390,60.0,60.3,93.4,False,Kerala
1425,23,12,12,2,TRUE,True,62.5,72.6,Low,1481,1617,92.9,63.1,100.0,No,Kerala
1426,11,6,4,5,yes,TRUE,67.0,93.5,Low,2519,1918,69.3,80.3,70.0,no,Goa
1427,11,14,3,1,Yes,FALSE,67.1,43.6,Low,6107,4830,77.2,82.4,51.4,False,Maharashtra
1428,6,26,8,4,Y,True,48.3,48.0,Low,3699,4652,82.7,58.6,61.7,False,Uttar Pradesh
1429,35,27,12,2,yes,Yes,61.6,,Moderate,3851,3564,89.7,70.7,69.5,no,Uttarakhand
1430,13,26,5,2,True,No,65.0,93.2,Low,186,174,92.0,82.0,73.5,NO,Uttar Pradesh
1431,11,3,10,6,True,yes,40.8,16.5,Low,1081,853,69.2,47.2,94.3,NO,Assam
1432,2,19,11,1,1,1,70.8,81.6,Moderate,3810,3068,71.7,54.8,62.1,no,Odisha
1433,5,4,11,3,Yes,1,63.7,29.9,Low,6396,4800,61.9,76.6,90.5,no,Bihar
1434,33,21,3,4,Y,Yes,61.1,67.5,Low,4676,3449,66.1,80.4,91.9,NO,Rajasthan
1435,32,17,7,6,Yes,1,48.7,23.2,Low,2502,2036,75.6,78.1,67.7,FALSE,Mizoram
1436,15,2,11,3,True,Yes,65.9,50.2,Low,113,85,63.7,69.5,89.1,no,Arunachal Pradesh
1437,33,15,6,2,Y,YES,79.8,55.4,High,4298,4091,99.4,89.7,68.9,Y,Manipur
1438,29,16,12,1,Yes,True,92.8,90.7,Low,3117,3059,99.5,69.3,90.2,FALSE,Meghalaya
1439,36,16,3,2,Yes,True,55.3,93.7,Low,1633,1810,90.2,77.3,71.8,NO,Meghalaya
1440,17,2,7,5,Yes,No,57.7,18.8,Moderate,4621,4661,97.5,75.2,46.1,0,Arunachal Pradesh
1441,3,24,1,3,Yes,Yes,50.2,64.8,Low,2648,2584,92.8,63.7,73.7,FALSE,telangana
1442,31,18,8,4,Yes,FALSE,83.1,39.2,Moderate,2769,2005,,73.7,59.7,N,Nagaland
1443,18,23,8,2,TRUE,TRUE,65.9,68.8,High,309,407,76.3,94.3,66.7,Yes,Tamil Nadu
1444,11,17,1,1,yes,TRUE,77.8,15.2,moderate,5051,4079,73.5,100.0,47.7,no,Mizoram
1445,35,6,4,1,1,Yes,72.7,79.5,Moderate,3126,2238,63.4,52.8,84.0,No,Goa
1446,7,18,6,6,Y,Y,,94.3,Low,6185,4890,68.8,87.8,55.5,N,Nagaland
1447,27,5,10,5,Y,FALSE,74.0,74.2,Low,2718,3722,70.4,83.3,78.1,No,Chhattisgarh
1448,7,31,1,4,Y,yes,74.5,57.8,Moderate,1336,1331,100.0,88.0,100.0,no,Ladakh
1449,5,31,8,2,TRUE,NO,59.1,93.3,Low,335,333,99.9,62.4,62.5,0,Ladakh
1450,1,17,12,5,True,NO,53.2,23.6,High,2527,2389,90.0,80.9,100.0,Y,Mizoram
1451,30,9,6,1,1,no,68.9,55.1,Moderate,4781,4820,,97.2,68.5,FALSE,Himachal Pradesh
1452,12,18,9,2,yes,TRUE,75.6,22.4,Low,1326,1286,98.3,100.0,30.2,0,Nagaland
1453,32,12,8,2,YES,FALSE,61.1,50.8,Moderate,932,822,83.6,70.3,68.8,FALSE,Kerala
1454,22,31,11,3,Yes,True,86.4,88.1,Low,4212,4356,96.4,85.0,68.2,0,Ladakh
1455,16,26,11,5,yes,True,100.0,46.7,Moderate,41,47,86.7,96.5,26.7,N,Uttar Pradesh
1456,19,19,5,5,1,YES,84.7,15.0,Low,883,675,67.4,67.5,80.9,no,Odisha
1457,26,23,3,5,TRUE,0,51.3,27.7,Moderate,511,598,82.5,55.7,86.9,N,Tamil Nadu
1458,30,26,3,2,yes,False,72.0,39.3,Low,383,491,76.9,73.2,55.5,NO,Uttar Pradesh
1459,16,20,1,1,True,No,54.9,79.7,Moderate,2178,2379,91.1,57.8,45.0,N,Punjab
1460,28,13,4,3,TRUE,YES,52.4,84.6,Low,3676,3960,88.7,80.8,42.4,No,Madhya Pradesh
1461,24,26,12,2,True,Y,82.1,69.8,High,4079,3269,76.6,92.4,41.0,NO,Uttar Pradesh
1462,26,11,9,2,YES,yes,25.8,51.5,Low,2032,1630,78.1,81.0,57.8,N,Karnataka
1463,3,19,5,6,Yes,TRUE,100.0,25.1,Low,1385,1953,66.5,93.6,69.3,FALSE,Odisha
1464,20,14,5,1,Y,no,80.2,12.8,High,399,369,90.9,73.8,53.8,yes,Maharashtra
1465,17,19,10,2,True,True,,12.9, Moderate ,1377,1884,73.5,45.2,55.8,No,Odisha
1466,36,20,3,4,YES,0,56.0,69.6,MODERATE,3116,2454,,66.9,76.2,No,Punjab
1467,24,5,3,4,yes,True,74.0,61.0,Low,6736,4846,,,69.9,N,Chhattisgarh
1468,12,17,11,5,1,Y,70.0,20.2,Low,430,431,95.7,72.2,52.0,NO,Mizoram
1469,17,29,12,5,1,1,37.9,95.0,Low,2290,1855,75.7,60.7,82.2,N,Delhi (NCT)
1470,24,8,6,4,yes,True,61.3,38.3,Low,4275,4512,97.9,96.1,73.9,No,Haryana
1471,17,24,11,3,Y,1,48.3,38.8,Moderate,3299,2644,75.1,65.5,65.4,NO,Telangana
1472,16,4,6,5,YES,no,88.6,75.3,Moderate,2172,2663,81.9,57.7,63.8,no,Bihar
1473,13,5,1,3,Y,no,73.7,37.5,Low,2369,1960,78.6,57.3,54.6,NO,Chhattisgarh
1474,31,25,3,6,Yes,yes,61.1,8.9,Moderate,3380,4527,79.3,,52.9,FALSE,Tripura
1475,27,1,7,4,Yes,TRUE,77.7,80.4,Moderate,551,515,93.6,50.5,83.7,No,Andhra Pradesh
1476,25,27,4,2,True,False,55.2,74.1,High,3455,2480,57.6,63.5,65.9,False,Uttarakhand
1477,5,32,10,4,yes,No,60.7,4.3,Moderate,5164,4815,95.6,65.0,55.0,N,Puducherry
1478,5,18,8,1,Yes,YES,73.8,78.1,Moderate,2760,2098,72.2,67.7,89.3,no,Nagaland
1479,1,9,12,1,Yes,no,66.7,37.4,Low,3407,4863,73.1,84.6,34.3,False, Himachal Pradesh  
1480,4,12,8,4,True,True,60.8,6.2,High,575,501,88.1,50.8,64.9,0,Kerala
1481,15,9,2,4,Yes,no,65.4,13.0,Low,3902,3104,70.5,65.4,64.5,FALSE,Himachal Pradesh
1482,36,19,3,4,1,1,97.0,29.9, High ,2625,2120,73.8,43.1,67.9,False,Odisha
1483,29,17,3,1,yes,Yes,49.2,2.5,low,3578,4020,93.7,49.1,80.5,no,Mizoram
1484,18,9,5,2,True,Y,54.2,18.7,Moderate,2800,3484,84.2,43.4,37.2,NO,Himachal Pradesh
1485,16,28,2,3,YES,0,51.1,21.6,Low,1332,1352,100.0,73.1,49.9,FALSE,West Bengal
1486,21,18,8,6,Y,NO,57.9,,Moderate,59,78,78.7,83.4,100.0,False,Nagaland
1487,32,11,10,4,Y,1,68.3,44.7,Low,4148,3591,81.3,53.7,61.2,N,Karnataka
1488,35,14,7,3,TRUE,TRUE,83.6,84.3,low,183,258,70.4,29.6,67.6,No,Maharashtra
1489,3,24,10,6,1,Yes,83.9,64.2,Low,911,1289,69.1,67.4,73.8,no,Telangana
1490,1,18,4,4,TRUE,Yes,79.3,8.0,High,4318,3706,80.8,77.5,61.7,True,Nagaland
1491,9,23,9,4,Y,TRUE,78.3,51.8,Moderate,1649,1450,85.3,88.4,72.1,No,Tamil Nadu
1492,27,14,6,4,Yes,Y,59.0,33.2,Low,5728,4915,87.5,43.6,27.5,no,Maharashtra
1493,6,11,2,2,Y,YES,20.7,61.2,Moderate,69,50,66.9,68.2,79.9,FALSE,Karnataka
1494,9,25,5,1,1,No,82.6,17.7,Low,2538,2261,86.4,,47.8,False,Tripura
1495,9,18,6,3,True,1,91.6,90.1,Low,2750,2332,,93.6,59.5,FALSE,Nagaland
1496,15,21,7,3,TRUE,YES,63.9,2.2,Low,3898,3353,,61.4,48.8,N,Rajasthan
1497,30,22,1,4,TRUE,no,85.3,30.3,Moderate,2335,2917,80.4,66.5,81.1,False,Sikkim
1498,21,30,4,6,True,TRUE,45.1,11.8,High,1808,1973,93.6,51.5,56.3,yes,Jammu and Kashmir
1499,10,22,2,6,1,True,44.7,51.2,High,2340,2800,,83.9,37.6,no,Sikkim
1500,27,30,10,6,Y,False,93.6,29.1,Low,1863,2073,87.9,76.3,52.6,no,Jammu and Kashmir
1501,11,11,8,2,1,yes,57.1,47.3,Moderate,3044,3532,87.0,49.1,96.2,0,Karnataka
1502,28,21,3,4,yes,TRUE,87.3,6.0, Moderate ,737,562,69.1,78.8,53.2,False,Rajasthan
1503,4,10,1,3,yes,No,,64.8,Moderate,972,1230,74.8,76.4,54.5,N,Jharkhand
1504,1,4,9,5,TRUE,Yes,71.6,95.3,Low,4595,3652,75.5,65.2,76.3,NO,Bihar
1505,19,10,7,3,YES,True,32.6,5.6,Low,2345,2376,100.0,72.8,53.1,FALSE,jharkhand
1506,35,22,2,5,True,N,,76.0,Low,3721,3466,93.7,38.0,44.5,N,Sikkim
1507,16,22,3,3,YES,TRUE,44.2,,Low,405,504,78.6,69.6,54.8,N,Sikkim
1508,11,2,5,1,Y,True,18.0,17.8,Low,3543,2997,84.2,63.7,86.1,NO,Arunachal Pradesh
1509,14,17,7,4,1,Y,89.6,94.4,Moderate,1522,1836,,69.6,61.5,NO,Mizoram
1510,29,10,9,3,1,True,86.3,87.4,Low,2374,2500,99.0,58.2,50.9,NO,Jharkhand
1511,14,3,5,1,True,True,24.1,23.1,High,294,234,76.6,61.3,100.0,Y,Assam
1512,4,16,4,6,YES,No,73.3,59.9,Moderate,372,275,69.0,94.4,90.1,0,Meghalaya
1513,24,19,5,2,Y,TRUE,78.9,86.8,Moderate,655,509,66.6,49.2,85.3,False,Odisha
1514,28,4,11,5,YES,Yes,70.1,21.9,Low,3321,3501,91.0,70.4,78.3,NO,Bihar
1515,31,4,12,2,Y,Y,50.4,38.1,High,2020,1684,78.5,85.9,43.3,TRUE,Bihar
1516,27,32,8,4,yes,False,59.3,11.2,Low,2953,3443,90.7,,43.2,N,Puducherry
1517,25,20,6,1,YES,yes,38.4,6.8,Low,810,675,82.4,72.2,41.4,0,Punjab
1518,8,22,12,6,TRUE,Yes,,17.7,Low,4488,3389,63.5,64.2,86.7,No,Sikkim
1519,4,9,7,3,YES,YES,90.3,4.1,Moderate,1289,1765,69.6,79.6,57.3,False,himachal pradesh
1520,4,9,4,1,YES,yes,29.1,95.3,Low,654,658,100.0,73.9,79.2,FALSE,Himachal Pradesh
1521,5,20,11,1,Y,Yes,53.1,91.0,Low,2951,3099,98.2,53.5,89.8,NO,Punjab
1522,25,17,1,4,Yes,Y,58.3,38.6,Moderate,508,539,97.5,63.7,60.4,N,MIZORAM
1523,19,7,6,3,yes,True,86.6,,Low,3637,2614,,73.3,82.6,0,Gujarat
1524,31,28,3,3,1,YES,68.7,49.7,High,1739,1876,88.3,100.0,59.4,FALSE,West Bengal
