fact_id,date_id,state_id,total_tests,positive_tests,positivity_rate,vaccination_coverage_pct,booster_coverage_pct,hospital_beds,doctors,phc_count,chc_count,icu_utilization_pct,bed_occupancy_pct,reporting_compliance_pct,turnaround_time_days,reporting_rate_pct
491,16,11,77666,2738.0,3.53,66.6,37.0,5689.0,4626,275,49,69.5,49.3,67.5,4.4,73.0
492,16,12,36881,5821.0,15.78,57.1,38.7,7803.0,1771,278,22,54.9,35.5,95.9,4.9,89.7
493,16,13,61127,9525.0,15.58,79.8,50.3,,3186,619,58,80.7,75.7,66.2,1.8,71.0
494,16,14,138880,10077.0,7.26,66.5,24.9,23653.0,8562,451,327,62.9,47.9,71.0,1.2,84.4
495,16,15,3627,628.0,17.34,63.6,36.0,855.0,168,9,8,55.5,51.8,66.3,4.7,87.1
496,16,16,2042,288.0,14.14,88.0,61.0,439.0,161,7,4,46.4,52.9,75.8,3.5,82.6
497,16,17,900,74.0,8.23,58.5,20.2,260.0,96,6,3,72.1,55.2,98.0,0.9,92.4
498,16,18,1985,272.0,13.74,56.9,36.0,253.0,183,13,6,68.8,45.1,69.4,2.8,80.6
499,16,19,48732,7854.0,16.12,84.1,32.7,3900.0,2365,111,94,89.9,67.9,75.5,3.5,87.5
500,16,20,32614,1887.0,5.79,68.9,31.3,4832.0,1082,198,22,68.7,56.1,61.5,1.7,63.1
501,16,21,33975,5556.0,16.36,45.8,14.1,13732.0,4203,622,164,42.5,75.7,74.6,2.4,73.7
502,16,22,777,106.0,13.77,56.0,23.0,85.0,47,3,1,49.7,90.6,66.5,0.6,56.5
503,16,23,85598,15271.0,17.84,66.6,25.2,,4449,296,144,76.7,77.5,78.3,1.7,65.4
504,16,24,30746,5013.0,16.31,57.5,38.5,10824.0,2230,242,55,40.6,70.6,76.1,4.0,71.3
505,16,25,3459,339.0,9.82,49.3,28.4,993.0,96,17,4,52.9,51.1,72.2,1.8,76.1
506,16,26,269408,37894.0,14.07,57.9,25.6,68757.0,19218,741,376,64.8,74.5,80.0,1.1,97.9
507,16,27,12632,932.0,7.39,,22.7,3791.0,1136,98,28,90.1,61.7,74.2,4.2,88.4
508,16,28,65754,7016.0,10.67,66.7,35.0,9768.0,7799,416,66,31.8,81.0,84.0,3.8,87.3
509,16,29,15515,1571.0,10.13,94.2,59.1,,1986,158,83,94.4,72.8,74.9,2.0,67.6
510,16,30,8295,752.0,9.07,47.2,23.2,1527.0,526,96,23,68.3,82.0,75.0,1.0,65.7
511,16,31,210,17.0,8.5,52.8,34.2,80.0,8,1,0,43.2,94.7,67.3,2.2,90.9
512,16,32,683,84.0,12.36,81.5,51.4,242.0,90,8,3,73.3,83.6,63.8,0.9,67.9
513,17,1,57213,2590.0,4.53,45.4,21.0,6408.0,1276,302,69,56.6,48.4,88.8,3.0,70.3
514,17,2,1708,93.0,5.47,69.3,36.0,470.0,75,9,2,31.1,60.9,73.5,4.7,79.4
515,17,3,18416,2020.0,10.97,73.4,39.9,10199.0,2324,187,78,70.8,44.2,100.0,5.0,91.1
516,17,4,57394,5268.0,9.18,88.8,46.8,13603.0,2764,511,136,32.2,72.2,87.8,3.9,75.4
517,17,5,35100,5754.0,16.39,81.9,29.1,7371.0,953,89,72,77.0,52.8,73.2,2.1,93.2
518,17,6,680,85.0,12.55,61.1,20.1,201.0,83,3,1,97.8,70.2,64.7,3.7,91.4
519,17,7,55631,6942.0,12.48,70.5,28.2,,1695,521,185,30.3,74.4,94.6,2.9,89.2
520,17,8,24684,687.0,2.78,57.5,35.2,4397.0,2247,88,47,37.7,43.5,85.9,3.0,82.0
521,17,9,6304,956.0,15.18,83.5,31.6,1569.0,199,41,8,37.1,66.6,86.1,4.6,57.3
522,17,10,35529,4620.0,13.01,75.8,38.5,3171.0,2905,206,61,75.3,78.8,66.6,4.4,68.6
523,17,11,56503,10120.0,17.91,47.4,19.6,15396.0,4542,164,168,63.2,54.4,72.9,4.0,78.5
524,17,12,36244,4576.0,12.63,50.9,15.3,5731.0,3124,110,30,49.1,80.1,86.7,4.0,57.8
525,17,13,93901,8156.0,8.69,68.8,43.4,24718.0,2069,298,50,38.8,57.3,,1.5,88.2
526,17,14,133637,9737.0,7.29,70.2,25.1,16468.0,5373,374,277,96.5,90.3,66.3,5.0,56.1
527,17,15,1422,213.0,15.02,86.3,59.0,302.0,256,22,8,90.0,39.0,82.2,1.1,76.4
528,17,16,1733,137.0,7.95,92.9,39.0,439.0,187,14,9,73.1,73.5,69.8,1.4,55.9
529,17,17,1268,31.0,2.45,84.4,42.9,133.0,46,3,2,72.3,41.0,71.2,1.5,93.5
530,17,18,2512,138.0,5.53,85.9,28.1,322.0,92,14,2,89.6,88.0,94.3,4.5,77.1
531,17,19,26947,4668.0,17.33,52.3,29.6,6263.0,3151,347,68,84.2,65.7,91.5,2.9,70.7
532,17,20,23106,1598.0,6.92,79.7,55.1,5147.0,1836,99,57,55.3,94.0,90.2,3.2,78.0
533,17,21,67793,2317.0,3.42,46.5,25.1,17449.0,2901,544,59,79.7,68.7,73.1,4.5,88.9
534,17,22,806,53.0,6.63,78.6,47.2,136.0,57,2,1,71.0,75.4,80.1,4.0,87.7
535,17,23,66869,1735.0,2.6,63.1,23.3,7069.0,6045,299,228,77.7,40.1,67.6,4.1,77.6
536,17,24,17172,1439.0,8.38,79.4,38.5,9161.0,1308,175,41,63.9,49.2,90.7,0.5,99.4
537,17,25,2011,278.0,13.84,77.7,48.8,1151.0,254,14,5,56.8,60.3,93.0,4.6,81.1
538,17,26,146155,15429.0,10.56,83.4,56.4,37409.0,18997,1339,620,88.0,52.6,82.5,1.1,84.4
539,17,27,11399,655.0,5.75,59.9,41.6,3859.0,884,99,46,64.1,58.3,73.8,2.5,61.7
540,17,28,60720,5922.0,9.75,56.8,34.6,10136.0,7360,643,274,60.2,50.4,86.9,4.5,55.2
541,17,29,23532,531.0,2.26,51.7,28.9,7582.0,2336,241,18,77.7,50.8,90.6,4.1,66.0
542,17,30,13782,375.0,2.72,96.2,59.7,2630.0,920,89,24,33.3,80.9,98.8,0.5,72.4
543,17,31,192,16.0,8.84,76.5,47.2,51.0,15,1,0,75.4,63.7,98.9,4.9,61.8
544,17,32,1625,271.0,16.73,91.7,59.3,426.0,51,6,3,43.8,52.2,68.7,2.8,86.7
545,18,1,63566,2554.0,4.02,45.1,20.3,4500.0,1863,198,78,37.4,47.1,91.5,4.6,82.5
546,18,2,796,74.0,9.4,77.4,54.0,437.0,139,10,2,34.8,68.1,84.4,4.0,68.6
547,18,3,37397,5672.0,15.17,88.2,30.7,8797.0,3053,280,41,61.8,44.4,70.9,4.1,85.8
548,18,4,64227,10959.0,17.06,80.3,42.7,14920.0,4346,253,260,96.3,56.5,78.2,1.1,58.4
549,18,5,19712,481.0,2.44,48.4,30.3,,2131,170,26,89.3,63.7,77.4,1.0,69.4
550,18,6,1629,262.0,16.1,67.1,42.8,413.0,50,5,3,30.9,68.7,72.1,1.5,76.4
551,18,7,76121,,10.22,96.6,64.8,8848.0,3628,313,53,42.7,68.2,87.0,3.0,73.8
552,18,8,30337,4717.0,15.55,81.3,31.2,4487.0,2011,83,16,78.1,90.9,65.8,0.9,79.4
553,18,9,8376,1311.0,15.66,47.2,16.1,1560.0,341,20,10,39.3,41.8,91.6,2.0,60.6
554,18,10,33353,4618.0,13.85,57.7,30.2,3093.0,1828,276,98,73.9,93.6,79.8,2.2,70.0
555,18,11,58554,1317.0,2.25,72.4,30.2,9290.0,3928,180,94,70.4,76.8,73.7,2.3,93.8
556,18,12,31877,4937.0,15.49,67.7,28.9,8693.0,2583,275,52,79.8,81.0,69.8,1.7,55.8
557,18,13,47861,8538.0,17.84,86.3,26.7,18381.0,2586,421,116,95.6,68.3,86.1,3.8,96.8
558,18,14,110251,10641.0,9.65,98.0,38.0,36502.0,10209,443,122,83.3,53.9,76.8,0.9,99.8
559,18,15,3064,349.0,11.39,72.4,35.2,587.0,124,18,8,45.3,50.9,73.0,4.7,85.1
560,18,16,2642,229.0,8.69,51.9,30.9,832.0,134,25,6,86.6,91.0,89.8,4.6,74.1
561,18,17,1286,187.0,14.55,88.1,29.7,255.0,27,4,1,55.6,72.8,72.8,2.4,69.6
562,18,18,1072,170.0,15.95,76.0,23.6,556.0,152,9,3,67.9,38.0,68.7,0.8,77.5
563,18,19,22739,846.0,3.72,72.8,31.1,4385.0,2860,307,115,43.1,40.1,,3.9,74.0
564,18,20,22661,3100.0,13.68,75.7,28.3,8190.0,1256,99,77,82.5,53.5,87.3,3.2,57.1
565,18,21,59092,5261.0,8.9,73.8,41.5,9400.0,4412,213,157,64.2,52.2,78.9,3.9,70.1
566,18,22,463,56.0,12.29,57.9,30.8,62.0,49,5,0,64.0,40.4,64.8,2.5,62.3
567,18,23,82921,14859.0,17.92,84.0,49.7,20646.0,3292,598,58,70.4,63.5,,4.3,61.9
568,18,24,16905,1950.0,11.54,94.2,57.0,10114.0,2403,219,94,89.9,41.6,67.6,3.5,99.6
569,18,25,4464,666.0,14.93,61.9,30.9,757.0,261,18,8,90.5,61.0,62.1,1.7,86.5
570,18,26,258201,18489.0,7.16,45.3,30.7,66948.0,19904,1809,583,85.7,50.9,98.4,3.6,62.0
571,18,27,21209,854.0,4.03,,29.3,4795.0,1798,94,24,72.5,79.2,90.2,1.5,63.2
572,18,28,101638,9024.0,8.88,83.3,47.9,22195.0,5396,299,297,69.1,75.5,93.6,0.9,63.1
573,18,29,25865,1603.0,6.2,59.4,22.0,6978.0,2021,237,59,77.6,61.1,75.0,4.4,99.7
574,18,30,5815,727.0,12.5,58.7,23.2,3014.0,367,107,40,52.3,76.6,63.7,0.6,64.2
575,18,31,136,2.0,2.0,50.4,15.3,40.0,21,1,0,45.8,68.6,88.3,1.2,81.5
576,18,32,660,34.0,5.22,54.5,23.0,365.0,83,10,4,70.0,75.7,60.6,4.0,67.5
577,19,1,52558,6854.0,13.04,50.8,30.8,12113.0,2950,385,59,65.3,47.6,88.0,4.8,56.0
578,19,2,991,126.0,12.75,84.9,55.7,412.0,120,11,2,63.4,45.2,65.8,4.8,62.4
579,19,3,19985,962.0,4.82,80.3,24.5,8433.0,2872,161,61,35.8,39.8,91.4,3.6,87.9
580,19,4,125550,9950.0,7.93,84.3,39.1,10814.0,4274,528,69,64.9,67.9,73.5,3.3,70.9
581,19,5,33749,5768.0,17.09,72.1,24.1,4102.0,1861,113,74,59.3,54.9,84.5,3.9,65.8
582,19,6,1655,102.0,6.22,74.6,35.6,301.0,47,8,1,50.2,88.6,,3.5,86.8
583,19,7,71573,1885.0,2.63,59.9,22.0,18962.0,4624,344,184,33.7,35.8,64.9,1.7,73.4
584,19,8,14633,1585.0,10.84,78.6,39.8,,2067,191,35,36.4,56.6,87.1,0.6,72.0
585,19,9,7404,792.0,10.7,91.4,32.0,1408.0,501,32,11,63.5,44.6,80.6,1.6,73.3
586,19,10,21943,1801.0,8.21,84.4,41.7,9951.0,2950,113,25,50.2,67.7,72.5,0.7,78.5
587,19,11,53583,,13.55,58.4,19.0,15617.0,4653,135,98,47.5,96.2,82.5,1.4,81.4
588,19,12,19118,,11.63,92.5,47.6,6972.0,809,204,23,68.9,69.7,70.6,4.8,62.7
589,19,13,54814,8583.0,15.66,96.5,64.9,21653.0,2445,186,124,80.9,96.8,93.4,4.5,73.0
590,19,14,76045,6955.0,9.15,69.2,37.5,10913.0,7334,363,95,61.9,70.2,87.9,2.0,96.7
591,19,15,1406,242.0,17.22,83.3,37.8,789.0,182,19,2,53.2,55.2,,3.9,63.7
592,19,16,3383,396.0,11.71,81.2,37.5,405.0,174,13,5,74.7,43.0,98.8,1.8,95.5
593,19,17,932,112.0,12.12,74.0,44.5,150.0,98,4,1,76.7,48.6,94.3,5.0,64.5
594,19,18,1580,262.0,16.59,92.6,56.3,327.0,141,12,5,78.3,88.9,90.4,3.6,73.6
595,19,19,26369,1110.0,4.21,49.4,17.7,6653.0,3770,169,42,79.8,74.4,95.2,2.9,81.1
596,19,20,15759,2316.0,14.7,67.0,36.4,,1699,224,60,70.5,51.8,64.2,3.6,74.2
597,19,21,51536,7772.0,15.08,80.7,39.4,21500.0,5297,166,237,62.7,77.6,71.5,0.8,56.1
598,19,22,609,47.0,7.74,47.0,28.6,142.0,44,1,1,62.6,51.7,98.4,4.2,80.1
599,19,23,43526,1123.0,2.58,90.9,32.2,21265.0,2874,400,124,31.1,96.6,98.0,2.8,80.6
600,19,24,42753,7572.0,17.71,92.3,29.6,6820.0,3144,242,75,68.6,88.7,99.0,4.6,69.4
601,19,25,2955,476.0,16.12,81.2,24.5,955.0,278,16,7,32.8,50.5,82.8,0.9,63.4
602,19,26,240488,9945.0,4.14,55.6,29.6,22242.0,10951,1590,385,33.0,73.0,72.0,0.8,95.8
603,19,27,10732,906.0,8.44,65.2,29.4,3149.0,699,86,15,90.2,83.2,85.9,4.8,94.6
604,19,28,79301,11103.0,14.0,49.8,32.4,29587.0,6378,465,261,40.0,80.2,64.6,1.3,76.5
605,19,29,17613,2554.0,14.5,76.2,44.0,5933.0,2335,215,79,96.8,65.8,,3.4,70.2
606,19,30,11600,309.0,2.67,85.4,29.7,2989.0,1046,76,11,61.8,66.0,80.4,2.0,98.4
607,19,31,195,6.0,3.21,88.3,38.2,30.0,6,0,0,88.7,51.0,82.2,1.3,80.4
608,19,32,1609,205.0,12.74,69.5,40.6,328.0,81,4,2,33.6,38.9,69.2,0.8,62.5
609,20,1,45701,,8.28,77.7,26.5,13178.0,1875,359,116,86.4,80.0,62.8,4.1,85.3
610,20,2,1495,152.0,10.17,80.1,45.4,424.0,60,11,2,84.5,57.4,64.1,0.9,94.3
611,20,3,30707,5383.0,17.53,97.3,55.7,8746.0,1046,87,72,61.1,65.8,94.7,0.6,92.9
612,20,4,139787,,3.05,62.8,41.9,20743.0,8348,535,114,96.2,69.6,91.8,1.6,67.9
613,20,5,25356,3923.0,15.47,60.7,23.8,7952.0,2502,215,76,43.0,82.5,73.6,2.6,93.5
614,20,6,1251,78.0,6.31,84.7,27.6,172.0,62,10,1,31.0,86.1,85.5,4.8,60.3
615,20,7,70289,6605.0,9.4,94.7,60.5,6272.0,3634,411,204,73.2,67.5,75.7,2.2,66.8
616,20,8,13288,429.0,3.23,93.1,41.4,4722.0,1213,186,77,53.5,47.4,85.5,4.1,84.1
617,20,9,6124,875.0,14.29,89.4,46.0,1426.0,349,19,6,46.7,73.8,75.4,2.5,65.0
618,20,10,22808,2783.0,12.2,97.3,30.8,6389.0,2246,257,75,68.6,45.1,67.4,1.0,99.2
619,20,11,32184,2254.0,7.01,67.1,26.6,13316.0,5003,522,54,77.6,49.8,97.1,3.0,72.1
620,20,12,15978,2859.0,17.9,87.1,48.6,4423.0,2268,78,43,95.3,93.3,77.3,4.2,65.2
621,20,13,77740,3584.0,4.61,53.1,34.2,19695.0,5340,658,134,35.5,36.7,69.9,1.5,64.9
622,20,14,108408,14090.0,13.0,88.3,29.9,33710.0,7174,776,264,66.0,45.9,97.1,1.7,88.3
623,20,15,2426,257.0,10.59,47.2,25.9,266.0,223,18,4,81.5,88.3,63.1,4.1,96.3
624,20,16,3321,280.0,8.44,,30.0,358.0,284,12,3,48.0,53.9,91.7,1.8,98.4
625,20,17,1249,73.0,5.86,82.3,57.4,240.0,92,4,3,85.4,69.6,67.6,2.0,97.7
626,20,18,1840,251.0,13.65,46.4,27.1,415.0,58,6,3,45.0,64.4,91.5,1.7,89.3
627,20,19,20677,2785.0,13.47,50.7,32.0,10672.0,4098,340,116,94.2,52.9,81.3,1.8,65.9
628,20,20,32741,3352.0,10.24,95.4,48.3,6214.0,2340,96,56,70.9,39.1,93.0,0.9,93.9
629,20,21,50081,3076.0,6.14,66.5,36.2,8140.0,4619,414,186,84.3,67.7,82.8,2.6,72.8
630,20,22,620,34.0,5.62,84.4,44.5,124.0,21,5,1,80.6,76.5,,3.6,87.2
631,20,23,72099,12161.0,16.87,83.4,47.6,12896.0,2778,346,64,46.8,90.3,88.1,2.9,62.3
632,20,24,18024,3126.0,17.35,70.7,45.2,8306.0,2022,159,40,64.4,44.9,87.4,5.0,85.4
633,20,25,2350,386.0,16.44,69.3,44.9,641.0,204,11,3,40.6,88.8,70.4,4.0,73.0
634,20,26,141987,15466.0,10.89,97.7,52.0,61828.0,12488,1080,523,54.7,92.0,95.4,2.8,73.9
635,20,27,8372,510.0,6.1,57.1,38.8,2980.0,734,158,44,35.5,65.5,91.8,1.6,89.7
636,20,28,60860,8641.0,14.2,88.3,29.4,8112.0,7814,537,262,87.4,93.6,78.7,4.6,74.4
637,20,29,20325,,14.1,93.1,58.6,9458.0,2206,237,46,36.0,96.5,98.5,2.5,87.5
638,20,30,12654,829.0,6.56,47.8,18.7,3352.0,522,46,26,49.9,72.3,98.4,1.8,62.8
639,20,31,166,15.0,9.26,52.2,31.7,41.0,15,1,0,86.6,62.9,75.7,4.5,85.5
640,20,32,919,95.0,10.35,89.1,34.0,419.0,83,6,2,85.2,49.1,62.7,3.1,65.3
641,21,1,44597,2785.0,6.25,78.7,54.9,8859.0,3432,155,127,83.5,68.6,91.4,2.1,95.5
642,21,2,1732,189.0,10.95,80.3,55.6,469.0,111,7,1,95.2,81.6,64.6,2.4,71.5
643,21,3,24350,2841.0,11.67,74.4,29.6,6823.0,3009,214,90,31.4,84.7,91.4,3.5,87.2
644,21,4,124534,10720.0,8.61,46.9,26.6,11641.0,8244,847,304,69.4,89.0,95.3,1.9,89.5
645,21,5,19846,3264.0,16.45,,37.0,3361.0,2389,119,29,58.7,60.0,67.0,3.4,99.3
646,21,6,652,102.0,15.75,59.1,33.1,358.0,32,4,1,73.6,71.1,78.0,3.6,86.5
647,21,7,44064,3431.0,7.79,87.7,46.4,10179.0,3851,325,200,71.3,90.8,68.4,4.3,61.3
648,21,8,24055,3719.0,15.46,96.0,32.7,5794.0,1094,191,68,96.1,35.6,87.5,1.0,94.8
649,21,9,5272,306.0,5.81,95.7,32.4,2170.0,482,31,5,51.7,84.9,76.7,1.6,59.9
650,21,10,19071,3077.0,16.13,50.0,27.2,8422.0,1405,191,69,46.4,45.2,76.5,1.9,68.0
651,21,11,58844,3288.0,5.59,60.2,24.0,15713.0,2988,229,137,48.4,74.5,74.5,2.1,63.6
652,21,12,23118,2427.0,10.5,61.4,37.6,2949.0,1061,131,94,77.4,86.9,79.0,4.5,97.2
653,21,13,43010,3257.0,7.57,67.9,35.1,12958.0,6603,630,55,71.1,70.4,95.6,3.5,70.2
654,21,14,102431,13307.0,12.99,62.1,20.7,27860.0,7207,848,86,92.5,51.2,,2.3,64.0
655,21,15,2690,298.0,11.08,51.9,19.5,588.0,96,7,5,39.9,61.4,63.1,3.2,93.5
656,21,16,1615,269.0,16.72,85.4,54.7,918.0,132,7,8,31.4,79.0,77.2,3.3,62.4
657,21,17,1420,231.0,16.28,61.6,33.8,134.0,24,8,0,47.1,83.7,61.7,4.4,96.6
658,21,18,2188,126.0,5.8,84.9,29.5,265.0,179,17,1,39.6,56.9,66.2,2.3,69.1
659,21,19,53092,,16.59,68.9,28.6,10206.0,1274,270,53,70.5,59.9,78.2,1.6,96.2
660,21,20,27786,1540.0,5.54,55.0,20.5,4453.0,1557,217,85,46.6,72.3,68.4,1.5,63.3
661,21,21,76573,8877.0,11.59,94.8,51.4,11173.0,2831,516,100,35.8,46.9,62.9,2.0,74.1
662,21,22,622,13.0,2.16,74.9,31.6,192.0,46,3,1,62.6,35.2,87.3,4.8,98.6
663,21,23,56298,7712.0,13.7,,33.7,10955.0,5535,491,159,74.5,46.7,82.5,4.9,96.9
664,21,24,27297,1416.0,5.19,47.3,18.9,7438.0,1288,163,81,62.9,52.6,72.2,3.1,84.4
665,21,25,4148,650.0,15.69,82.3,41.0,506.0,359,21,3,75.1,49.3,74.3,4.9,66.0
666,21,26,244739,9411.0,3.85,87.6,39.9,43032.0,18331,1373,431,72.1,89.8,95.0,1.7,94.5
667,21,27,8000,735.0,9.19,86.4,56.8,5271.0,695,111,36,92.1,54.8,97.2,3.7,65.6
668,21,28,79427,9326.0,11.74,65.4,31.7,8494.0,6654,620,298,45.9,42.2,78.0,0.6,70.8
669,21,29,22259,,11.09,73.4,47.7,7669.0,2830,149,79,66.4,56.3,78.0,3.6,66.1
670,21,30,11551,1909.0,16.53,48.0,27.0,2877.0,1181,94,37,89.1,42.9,72.5,4.6,72.4
671,21,31,297,29.0,9.8,62.0,26.5,45.0,8,1,0,53.9,55.0,,4.4,60.3
672,21,32,1370,46.0,3.41,95.5,39.6,429.0,34,10,0,59.3,66.7,99.1,3.9,89.7
673,22,1,35986,4453.0,12.38,66.3,37.6,10510.0,4647,164,50,46.8,47.4,74.3,4.6,68.2
674,22,2,731,70.0,9.71,48.0,18.9,161.0,104,11,1,61.0,55.6,,0.6,84.9
675,22,3,21155,1274.0,6.02,92.7,42.7,6123.0,2602,246,75,32.6,43.8,83.5,2.0,88.3
676,22,4,106649,9061.0,8.5,90.6,44.9,27310.0,4231,471,211,52.5,88.3,69.0,4.5,65.7
677,22,5,19464,2574.0,13.23,57.8,28.0,4198.0,2217,71,21,71.5,71.9,77.3,2.2,93.7
678,22,6,1312,166.0,12.66,90.2,52.2,375.0,44,4,0,57.2,47.4,83.0,1.9,56.2
679,22,7,80126,3204.0,4.0,88.1,40.6,6250.0,2306,300,149,51.4,82.3,67.3,5.0,86.9
680,22,8,26776,1158.0,4.33,69.1,34.9,7127.0,2073,213,70,66.9,47.6,77.0,4.4,90.6
681,22,9,4889,134.0,2.76,95.0,30.2,1284.0,418,32,7,76.8,61.4,99.4,2.4,97.0
682,22,10,19973,1917.0,9.6,47.0,31.3,5246.0,1078,292,99,80.0,46.3,77.5,4.3,88.3
683,22,11,32231,,12.62,88.7,28.1,16067.0,5630,323,160,48.8,73.0,89.3,3.3,61.7
684,22,12,34445,4695.0,13.63,91.6,61.3,3724.0,2228,149,58,59.8,56.3,,4.3,84.9
685,22,13,41586,1595.0,3.84,68.3,21.6,22476.0,3339,448,253,51.2,80.5,96.0,2.2,69.4
686,22,14,121862,3737.0,3.07,46.0,24.1,10282.0,5926,946,98,69.4,37.3,66.9,3.2,78.2
687,22,15,2746,180.0,6.56,63.6,41.3,427.0,202,10,7,81.4,90.7,68.3,2.8,62.1
688,22,16,2597,334.0,12.86,55.7,27.8,1002.0,111,12,3,82.9,91.8,91.7,3.0,58.4
689,22,17,817,43.0,5.3,67.7,30.9,310.0,82,7,3,69.7,81.6,64.4,0.9,65.6
690,22,18,2048,154.0,7.54,94.4,32.3,391.0,92,9,5,65.6,45.2,63.6,2.0,71.4
691,22,19,53980,4256.0,7.89,60.8,19.9,9021.0,1875,279,39,83.4,73.2,71.8,3.8,91.8
692,22,20,30922,5485.0,17.74,83.8,37.4,,2034,191,51,51.4,81.2,71.5,0.9,67.1
693,22,21,80018,6083.0,7.6,57.5,28.4,21204.0,4123,452,137,68.5,78.4,95.4,2.1,96.9
694,22,22,-,75.0,17.09,57.3,20.2,148.0,56,5,1,44.3,92.6,96.6,0.5,65.3
695,22,23,40768,6347.0,15.57,75.6,24.2,10815.0,3533,303,208,62.0,49.6,74.4,1.6,86.3
696,22,24,23804,494.0,2.08,72.8,36.0,6922.0,2474,195,92,70.0,43.5,77.6,2.8,88.0
697,22,25,2600,79.0,3.05,59.7,37.4,1046.0,103,9,5,55.1,71.2,98.5,4.4,96.4
698,22,26,107430,13405.0,12.48,78.0,53.3,65218.0,20432,980,651,37.7,71.9,76.3,3.6,96.6
699,22,27,10020,1234.0,12.32,94.4,40.3,,944,79,40,95.7,46.2,61.3,2.6,89.8
700,22,28,110337,19642.0,17.8,94.7,29.7,11851.0,7669,209,199,63.4,50.6,76.9,4.0,72.4
701,22,29,19487,1034.0,5.31,60.7,23.6,3083.0,2238,148,89,68.0,56.3,99.0,4.1,67.1
702,22,30,8504,1529.0,17.98,48.2,29.7,1486.0,1107,79,17,35.9,52.3,67.7,0.8,87.3
703,22,31,311,10.0,3.26,51.1,19.3,60.0,11,1,0,51.7,43.7,60.2,2.4,77.3
704,22,32,805,74.0,9.24,90.4,41.0,319.0,93,6,1,75.4,55.2,94.1,3.3,55.9
705,23,1,24326,1643.0,6.76,67.0,25.7,15342.0,1474,287,122,58.4,77.1,91.4,1.1,68.6
706,23,2,1132,132.0,11.72,77.6,24.4,,45,10,1,46.3,97.0,78.1,3.4,86.0
707,23,3,14374,2541.0,17.68,50.8,30.5,8171.0,1509,283,32,75.9,36.9,75.7,4.1,93.1
708,23,4,137380,9038.0,6.58,51.0,16.1,18892.0,5092,437,64,65.8,38.0,76.2,0.8,57.5
709,23,5,33772,4526.0,13.4,77.6,39.1,8786.0,2487,132,30,79.7,88.4,65.2,0.6,59.1
710,23,6,1446,145.0,10.08,96.8,65.3,272.0,40,6,3,46.3,36.4,67.9,3.7,86.0
711,23,7,54162,4834.0,8.93,60.7,27.5,11345.0,2136,300,89,75.1,49.8,79.9,4.0,58.3
712,23,8,17362,2392.0,13.78,79.5,24.3,4666.0,1530,126,58,54.3,41.3,61.6,3.8,55.4
713,23,9,7643,502.0,6.57,91.4,40.8,1389.0,255,41,18,51.0,93.2,62.8,1.2,72.4
714,23,10,25371,3605.0,14.21,51.9,27.2,5155.0,2124,161,70,40.9,74.9,90.5,2.0,88.8
715,23,11,42076,5827.0,13.85,77.8,38.5,8404.0,2910,154,133,51.6,46.1,65.4,4.3,96.6
716,23,12,30271,2785.0,9.2,98.0,42.7,10439.0,2715,99,76,94.6,51.1,74.6,2.2,62.2
717,23,13,90638,12307.0,13.58,64.4,34.4,21430.0,3288,481,212,97.5,90.9,81.9,0.7,92.6
718,23,14,144218,3310.0,2.3,68.1,25.3,31099.0,4334,590,247,96.8,90.5,78.1,3.1,58.7
719,23,15,1338,50.0,3.75,85.4,55.8,,147,14,9,68.4,76.9,73.0,0.9,95.1
720,23,16,2552,93.0,3.67,56.9,17.6,302.0,144,19,1,105.5,115.5,96.3,1.5,67.9
721,23,17,1154,154.0,13.38,,23.3,256.0,97,2,3,55.3,67.6,60.1,3.5,95.8
722,23,18,1184,50.0,4.23,64.5,44.3,597.0,77,13,1,37.5,58.2,94.2,1.1,62.0
723,23,19,48708,1129.0,2.32,87.7,50.3,9381.0,2513,208,100,37.2,53.2,76.9,3.8,59.5
724,23,20,35081,6225.0,17.74,67.7,36.8,5851.0,1618,93,31,60.1,66.4,89.8,1.4,94.8
725,23,21,47483,1458.0,3.07,59.8,40.0,14204.0,3854,194,46,43.5,59.3,96.3,2.4,58.6
726,23,22,816,91.0,11.2,85.6,37.1,85.0,23,1,1,49.9,47.7,94.4,2.1,68.0
727,23,23,69206,4801.0,6.94,78.9,46.9,19278.0,1650,276,195,84.5,95.8,73.5,4.4,56.6
728,23,24,38938,,9.63,95.2,52.1,10631.0,3506,291,59,40.1,41.9,88.7,2.0,69.4
729,23,25,2887,364.0,12.61,85.7,39.9,513.0,115,21,9,31.8,70.6,85.3,4.4,65.6
730,23,26,125559,3203.0,2.55,89.6,38.3,35084.0,20287,1839,355,54.7,43.7,82.0,2.2,58.5
731,23,27,18778,875.0,4.66,72.3,35.2,3154.0,498,159,44,35.0,89.0,64.6,1.9,97.8
732,23,28,92432,3409.0,3.69,71.0,40.7,21430.0,4938,519,135,51.0,48.1,71.4,3.6,97.0
733,23,29,27269,850.0,3.12,76.5,52.8,9071.0,2641,223,38,97.7,75.6,84.8,2.6,71.7
734,23,30,7647,858.0,11.23,49.7,31.6,2877.0,373,72,33,35.5,91.3,,3.3,74.3
735,23,31,289,12.0,4.27,87.9,52.4,37.0,24,1,0,39.8,62.1,71.5,0.8,96.5
736,23,32,1258,152.0,12.14,75.4,24.4,331.0,54,6,3,83.0,85.1,69.8,2.4,85.7
