fact_id,date_id,state_id,disease_id,source_id,population_under_surveillance,total_reported_cases,active_cases,recovered_cases,deaths,urban_cases,rural_cases,hospitalized_cases,icu_admissions,case_fatality_rate,recovery_rate,public_health_risk_score,report_date_raw
8490,23,4,6,6,119473650,1641,95,1541,5,1151,490,354,30,0.3,93.91,12.3,2023-11-01 00:00:00
8491,23,4,7,1,121235607,2664,376,2205,83,1897,767,261,50,3.12,82.77,23.7,2023-11-01 00:00:00
8492,23,4,8,2,110683152,1463,51,1366,46,1005,458,252,48,3.14,93.37,15.5,2023-11-01 00:00:00
8493,23,4,9,3,117576262,2697,422,2268,7,1368,1329,597,110,0.26,84.09,13.7,2023-11-01 00:00:00
8494,23,4,10,6,112485153,1867,373,1434,60,750,1117,351,76,3.21,76.81,13.1,2023-11-01 00:00:00
8495,23,4,11,6,106888270,869,10,833,26,571,298,215,22,2.99,95.86,12,2023-11-01 00:00:00
8496,23,4,12,6,121645177,2645,86,2468,91,933,1712,569,39,3.44,93.31,18.6,2023-11-01 00:00:00
8497,23,5,1,3,27014394,1326,190,1128,8,874,452,189,55,0.6,85.07,20.7,2023-11-01 00:00:00
8498,23,5,2,1,26215986,1677,88,1561,28,1131,546,243,14,1.67,93.08,38.5,2023-11-01 00:00:00
8499,23,5,3,1,27331754,1199,40,1141,18,768,431,290,22,1.5,95.16,21.7,2023-11-01 00:00:00
8500,23,5,4,5,28424119,454,15,434,5,234,220,60,4,1.1,95.59,10.5,2023-11-01 00:00:00
8501,23,5,5,5,27726768,335,48,278,9,246,89,18,4,2.69,82.99,18.4,2023-11-01 00:00:00
8502,23,5,6,4,25148284,444,35,406,3,256,188,99,27,0.68,91.44,14.2,2023-11-01 00:00:00
8503,23,5,7,5,28917568,191,36,149,6,133,58,23,6,3.14,78.01,11.8,2023-11-01 00:00:00
8504,23,5,8,3,28793932,746,126,605,15,412,334,135,16,2.01,81.1,21.4,2023-11-01 00:00:00
8505,23,5,9,1,29010619,155,10,141,4,104,51,14,3,2.58,90.97,7.2,2023-11-01 00:00:00
8506,23,5,10,6,25241472,324,67,466,5,212,112,62,11,1.54,77.78,8.1,2023-11-01 00:00:00
8507,23,5,11,3,27412234,276,29,247,0,184,92,41,10,0,89.49,6.2,2023-11-01 00:00:00
8508,23,5,12,4,27346263,665,86,578,1,409,256,66,15,0.15,86.92,12.7,2023-11-01 00:00:00
8509,23,6,1,1,1426429,43,7,35,1,28,15,5,1,2.33,81.4,16.1,2023-01-11 00:00:00
8510,23,6,2,3,1380075,91,13,78,0,35,56,7,1,0,85.71,26.1,2023-11-01 00:00:00
8511,23,6,3,2,1486281,73,15,57,1,27,46,5,10,1.37,78.08,27.2,2023-11-01 00:00:00
8512,23,6,4,4,1521984,17,2,15,0,7,10,2,0,0,88.24,2.1,2023-11-01 00:00:00
8513,23,6,5,3,1458633,35,1,33,1,25,10,3,0,2.86,94.29,24.5,2023-11-01 00:00:00
8514,23,6,6,4,1530354,38,3,466,1,24,14,5,0,2.63,89.47,17.4,2023-11-01 00:00:00
8515,23,6,7,5,1515288,36,1,34,1,21,15,3,0,2.78,94.44,17.5,2023-11-01 00:00:00
8516,23,6,8,4,1371707,27,2,25,7,16,11,2,0,0,92.59,9.4,2023-11-01 00:00:00
8517,23,6,9,3,1547674,29,2,27,0,16,13,3,0,0,93.1,8,2023-11-01 00:00:00
8518,23,6,10,1,1509490,71,3,68,0,25,46,13,1,0,95.77,23.8,2023-11-01 00:00:00
8519,23,6,11,3,1541008,23,4,19,0,10,13,2,0,0,82.61,5,2023-11-01 00:00:00
8520,23,6,12,1,1523449,19,5,14,0,7,12,2,0,0,73.68,4,2023-11-01 00:00:00
8521,23,7,1,5,64956459,2517,411,2060,46,1003,1514,315,26,1.83,81.84,25.7,2023-11-01 00:00:00
8522,23,7,2,1,69342258,4078,560,3510,7,2986,1092,652,54,1.37,86.07,32.5,2023-11-01 00:00:00
8523,23,7,3,1,66671490,4022,219,3772,31,2438,1584,941,51,0.77,93.78,26.8,2023-11-01 00:00:00
8524,23,7,4,3,69902322,1512,155,1350,7,723,789,111,10,0.46,89.29,9,2023-11-01 00:00:00
8525,23,7,5,1,66031066,744,26,699,19,378,366,157,21,2.55,93.95,13.2,2023-11-01 00:00:00
8526,23,7,6,2,69891248,756,42,702,12,347,409,79,11,1.59,92.86,11.2,2023-11-01 00:00:00
8527,23,7,7,1,67769823,598,6,578,14,402,196,41,11,2.34,96.66,15.3,2023-11-01 00:00:00
8528,23,7,8,3,62887287,1000,245,750,5,382,618,239,61,0.5,75,8.1,2023-11-01 00:00:00
8529,23,7,9,5,63452518,913,113,769,31,600,313,194,17,3.4,84.23,12.2,2023-11-01 00:00:00
8530,23,7,10,1,60909703,1907,332,1564,11,909,998,70,28,0.58,82.01,12,2023-11-01 00:00:00
8531,23,7,11,5,67919250,1849,327,1479,43,723,1126,70,22,2.33,79.99,15.5,2023-11-01 00:00:00
8532,23,7,12,6,62868002,432,72,355,5,250,182,35,3,1.16,82.18,7.4,2023-11-01 00:00:00
8533,23,8,1,5,26608750,947,123,820,4,339,608,203,42,0.42,86.59,15.4,2023-11-01 00:00:00
8534,23,8,2,1,27466209,1485,193,1286,6,841,644,240,70,0.4,86.6,22.1,2023-11-01 00:00:00
8535,23,8,3,1,26621246,457,21,429,7,288,169,38,7,1.53,93.87,7.9,2023-11-01 00:00:00
8536,23,8,4,4,25575621,590,119,470,1,212,378,57,11,0.17,79.66,8.4,2023-11-01 00:00:00
8537,23,8,5,3,26190726,842,37,784,21,543,299,161,12,2.49,93.11,25.5,2023-11-01 00:00:00
8538,23,8,6,1,26003713,737,78,641,18,493,244,93,10,2.44,86.97,23.5,2023-11-01 00:00:00
8539,23,8,7,1,26711190,758,79,673,6,361,397,89,10,0.79,88.79,13.7,2023-11-01 00:00:00
8540,23,8,8,5,24797017,435,22,400,13,308,127,69,15,2.99,91.95,17.4,2023-11-01 00:00:00
8541,23,8,9,4,25454148,245,14,223,8,179,66,33,4,3.27,91.02,16.7,2023-11-01 00:00:00
8542,23,8,10,3,25520433,713,65,624,24,401,312,47,6,3.37,87.52,22.6,2023-11-01 00:00:00
8543,23,8,11,1,27836598,683,24,636,23,287,396,95,13,3.37,93.12,17.8,2023-11-01 00:00:00
8544,23,8,12,5,26103573,825,144,664,17,595,230,176,18,2.06,80.48,17.4,2023-11-01 00:00:00
8545,23,9,1,2,7218526,165,25,137,3,95,70,28,3,1.82,83.03,18.1,2023-11-01 00:00:00
8546,23,9,2,2,7186810,406,86,313,7,297,109,38,4,1.72,77.09,35.5,2023-11-01 00:00:00
8547,23,9,3,5,7290583,179,36,139,4,86,93,20,4,2.23,77.65,16.5,2023-11-01 00:00:00
8548,23,9,4,1,6833950,91,10,80,1,55,36,16,4,1.1,87.91,13.9,2023-11-01 00:00:00
8549,23,9,5,1,7236281,83,10,73,0,39,44,10,0,0,87.95,7,2023-11-01 00:00:00
8550,23,9,6,6,6469022,127,23,100,4,48,79,8,1,3.15,78.74,17.3,2023-11-01 00:00:00
8551,23,9,7,2,6760979,58,8,50,0,36,22,2,0,1.37,86.21,6.1,2023-11-01 00:00:00
8552,23,9,8,6,6436381,95,21,73,1,51,44,14,3,1.05,76.84,7.5,2023-11-01 00:00:00
8553,23,9,9,4,6903650,48,3,45,0,24,24,11,1,0,93.75,1.4,2023-11-01 00:00:00
8554,23,9,10,5,6665176,107,17,89,1,41,66,6,1,0.93,83.18,13,2023-11-01 00:00:00
8555,23,9,11,5,7192468,233,45,184,4,141,92,38,5,1.72,78.97,17,2023-11-01 00:00:00
8556,23,9,12,2,6405982,149,13,135,1,99,50,35,10,0.67,90.6,11.2,2023-11-01 00:00:00
8557,23,10,1,2,35064121,1024,182,831,11,581,443,107,13,1.07,81.15,18.4,2023-01-11 00:00:00
8558,23,10,2,2,37457253,1490,161,1317,12,1059,431,240,39,0.81,88.39,16.8,2023-11-01 00:00:00
8559,23,10,3,4,36416770,1637,317,1293,27,643,994,266,78,1.65,78.99,30,2023-11-01 00:00:00
8560,23,10,4,5,33057074,689,109,576,4,323,366,113,28,1.37,83.6,15.3,2023-11-01 00:00:00
8561,23,10,5,2,37593083,566,124,431,11,321,245,79,7,1.94,76.15,11.8,2023-11-01 00:00:00
8562,23,10,6,5,36206229,265,21,236,8,128,137,22,5,3.02,89.06,12.7,2023-11-01 00:00:00
8563,23,10,7,5,34336950,271,24,241,6,119,152,50,5,2.21,88.93,7.6,2023-11-01 00:00:00
8564,23,10,8,2,38032826,529,106,406,17,313,216,116,16,3.21,76.75,14.7,2023-11-01 00:00:00
8565,23,10,9,1,34653577,329,46,272,11,130,199,32,3,3.34,82.67,12.7,2023-11-01 00:00:00
8566,23,10,10,3,38472784,637,51,573,13,387,250,70,10,2.04,89.95,18.3,2023-11-01 00:00:00
8567,23,10,11,4,38506611,1388,203,1139,46,656,732,77,10,3.31,82.06,29.7,2023-11-01 00:00:00
8568,23,10,12,1,34066645,1372,116,1246,10,717,655,143,10,0.73,90.82,23.9,2023-11-01 00:00:00
8569,23,11,1,2,61960476,1357,134,1218,5,648,709,250,72,0.37,89.76,7.1,2023-11-01 00:00:00
8570,23,11,2,6,62928690,1535,238,1266,31,670,865,369,34,2.02,82.48,16.3,2023-11-01 00:00:00
8571,23,11,3,2,61289122,3521,133,3371,17,1972,1549,70,44,0.48,95.74,25,2023-11-01 00:00:00
8572,23,11,4,5,64572506,807,117,679,11,596,211,119,20,1.36,84.14,13.9,2023-11-01 00:00:00
8573,23,11,5,6,59669927,2002,272,1706,24,1223,779,372,84,1.2,85.21,15.3,2023-11-01 00:00:00
8574,23,11,6,6,57810721,634,58,568,8,410,224,116,15,1.37,89.59,7.1,2023-11-01 00:00:00
8575,23,11,7,2,57865843,1284,237,1016,31,487,797,174,43,2.41,79.13,21.2,2023-11-01 00:00:00
8576,23,11,8,6,63492676,904,92,797,15,665,239,127,32,1.66,88.16,14.4,2023-01-11 00:00:00
8577,23,11,9,4,65018924,1066,52,984,30,459,607,55,12,2.81,92.31,16.6,2023-11-01 00:00:00
8578,23,11,10,2,64661779,2463,552,1880,31,984,1479,502,46,1.26,76.33,18,2023-11-01 00:00:00
8579,23,11,11,1,57812047,441,47,466,3,305,136,34,3,0.68,88.66,0.5,2023-11-01 00:00:00
8580,23,11,12,6,67582117,1493,357,1122,14,1020,473,227,33,0.94,75.15,9.9,2023-11-01 00:00:00
8581,23,12,1,1,33662494,412,31,379,2,231,181,43,2,0.49,91.99,4.6,2023-11-01 00:00:00
8582,23,12,2,1,34893909,793,134,634,25,540,253,40,7,3.15,79.95,20.5,2023-11-01 00:00:00
8583,23,12,3,3,31135238,645,38,593,14,424,221,42,8,2.17,91.94,11.8,2023-11-01 00:00:00
8584,23,12,4,2,34054565,549,25,516,7,371,178,34,7,1.46,93.99,10.9,2023-11-01 00:00:00
8585,23,12,5,6,33019876,529,117,403,9,246,283,112,7,1.7,76.18,11.6,2023-11-01 00:00:00
8586,23,12,6,3,33509567,392,45,335,12,269,123,70,5,3.06,85.46,13,2023-11-01 00:00:00
8587,23,12,7,4,31777881,1004,137,852,15,573,431,79,16,1.49,84.86,19.5,2023-11-01 00:00:00
8588,23,12,8,5,33504200,880,178,688,14,514,366,169,15,1.59,78.18,20.3,2023-11-01 00:00:00
8589,23,12,9,4,34090853,770,134,610,26,290,480,111,15,3.38,79.22,19.6,2023-11-01 00:00:00
8590,23,12,10,6,32486129,717,116,600,1,532,185,171,32,0.14,83.68,8.9,2023-11-01 00:00:00
8591,23,12,11,4,32231565,607,87,513,7,311,296,125,16,1.15,84.51,15.8,2023-11-01 00:00:00
8592,23,12,12,6,32950734,771,56,690,25,505,266,187,47,3.24,89.49,16.9,2023-11-01 00:00:00
8593,23,13,1,6,80131529,1334,177,1113,44,773,561,159,19,3.3,83.43,21.8,2023-11-01 00:00:00
8594,23,13,2,4,79479964,6018,1106,4827,85,3856,2162,417,107,1.41,80.21,35.8,2023-11-01 00:00:00
8595,23,13,3,4,85315362,2409,527,1866,16,984,1425,244,26,0.66,77.46,19.9,2023-11-01 00:00:00
8596,23,13,4,1,72795598,1429,134,1268,27,686,743,314,85,1.89,88.73,17,2023-11-01 00:00:00
8597,23,13,5,2,81627870,542,99,434,9,279,263,121,22,1.66,80.07,11.1,2023-01-11 00:00:00
8598,23,13,6,1,75288759,2231,384,1820,27,890,1341,464,67,1.21,81.58,16.7,2023-11-01 00:00:00
8599,23,13,7,5,73101941,1468,53,1399,16,933,535,202,36,1.09,95.3,13.2,2023-11-01 00:00:00
8600,23,13,8,4,78210827,1261,241,981,39,903,358,138,16,3.09,77.8,21.3,2023-11-01 00:00:00
8601,23,13,9,3,76823763,2202,476,1674,52,1525,677,144,21,2.36,76.02,15.1,2023-11-01 00:00:00
8602,23,13,10,3,81965973,1677,221,1453,3,1190,487,125,16,0.18,86.64,11.3,2023-11-01 00:00:00
8603,23,13,11,1,73098657,1552,78,1463,11,679,873,291,63,0.71,94.27,10.5,2023-11-01 00:00:00
8604,23,13,12,5,78340500,1701,355,1343,3,1207,494,315,34,0.18,78.95,11,2023-01-11 00:00:00
8605,23,14,1,4,115869097,3518,525,2962,31,1768,1750,185,28,0.88,84.2,12.4,2023-11-01 00:00:00
8606,23,14,2,6,115511920,7995,256,7602,137,3502,4493,1838,211,1.71,95.08,34.8,2023-11-01 00:00:00
8607,23,14,3,2,109375714,9758,690,8842,226,3761,5997,749,54,2.32,90.61,46.1,2023-11-01 00:00:00
8608,23,14,4,3,108846263,1671,276,1374,21,1016,655,330,94,1.26,82.23,13.3,2023-11-01 00:00:00
8609,23,14,5,4,114577245,765,109,631,25,284,481,161,19,3.27,82.48,14.9,2023-11-01 00:00:00
8610,23,14,6,4,117514282,521,75,435,11,375,146,30,8,2.11,83.49,12.3,2023-11-01 00:00:00
8611,23,14,7,2,113710998,4130,486,3562,82,1641,2489,716,86,1.99,86.25,27,2023-11-01 00:00:00
8612,23,14,8,2,106842113,1068,86,952,30,407,661,265,67,2.81,89.14,15,2023-11-01 00:00:00
8613,23,14,9,4,105107698,3514,189,3278,47,1408,2106,268,76,1.34,93.28,13.5,2023-11-01 00:00:00
8614,23,14,10,5,119187035,2492,120,2326,46,876,1616,380,109,1.85,93.34,12.3,2023-11-01 00:00:00
8615,23,14,11,2,119865167,2706,145,2529,32,1796,910,254,40,1.18,93.46,13.6,2023-11-01 00:00:00
8616,23,14,12,6,108726185,1617,164,1438,15,845,772,295,45,0.93,88.93,13.5,2023-11-01 00:00:00
8617,23,15,1,3,2937684,56,1,54,1,22,34,12,2,1.79,96.43,15.6,2023-11-01 00:00:00
8618,23,15,2,3,2981682,82,1,79,2,30,52,4,0,2.44,96.34,18.7,2023-11-01 00:00:00
8619,23,15,3,5,3001504,85,15,68,2,42,43,21,2,2.35,80,24.3,2023-11-01 00:00:00
8620,23,15,4,6,2803288,31,4,27,0,21,10,7,10,0,87.1,3.4,2023-11-01 00:00:00
8621,23,15,5,1,2928119,28,7,21,0,20,8,5,0,0,75,4.8,2023-11-01 00:00:00
8622,23,15,6,1,2657581,63,6,57,0,27,36,11,2,0,90.48,9.5,2023-11-01 00:00:00
8623,23,15,7,3,2747631,77,10,66,1,45,32,10,0,1.3,85.71,16.4,2023-11-01 00:00:00
8624,23,15,8,2,2722542,41,2,38,1,26,15,8,2,2.44,92.68,13,2023-11-01 00:00:00
8625,23,15,9,6,2852301,100,3,95,2,37,63,12,3,2,95,19.7,2023-11-01 00:00:00
8626,23,15,10,5,2666278,41,5,36,0,28,13,5,1,0,87.8,4.1,2023-11-01 00:00:00
8627,23,15,11,5,2952056,35,8,27,0,20,15,6,0,0,77.14,6.6,2023-11-01 00:00:00
8628,23,15,12,6,2885262,68,15,51,2,37,31,12,2,2.94,75,15.9,2023-11-01 00:00:00
8629,23,16,1,5,3120328,165,17,146,2,103,62,13,3,1.21,88.48,29.7,2023-11-01 00:00:00
8630,23,16,2,1,3399454,51,5,46,0,27,24,4,0,0,90.2,7,2023-11-01 00:00:00
8631,23,16,3,6,3198639,252,56,189,7,120,132,42,10,2.78,75,47.4,2023-11-01 00:00:00
8632,23,16,4,4,3283285,33,3,30,0,19,14,2,0,0,90.91,8.1,2023-11-01 00:00:00
8633,23,16,5,1,3345743,35,4,30,1,16,19,2,0,2.86,85.71,12.3,2023-11-01 00:00:00
8634,23,16,6,2,2987129,63,12,51,0,23,40,3,0,0,80.95,11,2023-11-01 00:00:00
8635,23,16,7,3,3190595,43,5,37,1,25,18,6,1,2.33,86.05,8.7,2023-11-01 00:00:00
8636,23,16,8,4,3216885,14,1,13,0,7,7,0,0,0,92.86,5.4,2023-11-01 00:00:00
8637,23,16,9,3,3170395,64,6,58,0,35,29,4,0,0,90.62,6.6,2023-11-01 00:00:00
8638,23,16,10,6,3254849,59,11,47,1,25,34,5,0,1.69,79.66,8.9,2023-11-01 00:00:00
8639,23,16,11,5,3158446,69,4,64,1,26,43,10,2,1.45,92.75,15.6,2023-11-01 00:00:00
8640,23,16,12,3,3164170,98,3,93,2,43,55,12,2,2.04,94.9,19.1,2023-11-01 00:00:00
8641,23,17,1,4,1177451,50,4,466,1,31,19,6,0,2,90,25.6,2023-11-01 00:00:00
8642,23,17,2,2,1049752,55,9,46,0,28,27,5,0,0,83.64,25.7,2023-11-01 00:00:00
8643,23,17,3,3,1067880,52,11,40,1,36,16,4,0,1.92,76.92,30.8,2023-11-01 00:00:00
8644,23,17,4,2,1130971,13,3,10,0,7,6,0,0,0,76.92,8,2023-11-01 00:00:00
8645,23,17,5,4,1073675,25,3,22,0,10,15,5,0,0,88,13.4,2023-11-01 00:00:00
8646,23,17,6,5,1072495,14,4,10,0,5,9,2,0,0,71.43,10.5,2023-11-01 00:00:00
8647,23,17,7,1,1071770,17,5,12,0,6,11,0,0,0,70.59,4,2023-11-01 00:00:00
8648,23,17,8,2,1040629,19,2,17,0,13,6,4,1,0,89.47,10.9,2023-11-01 00:00:00
8649,23,17,9,1,1121577,11,2,9,0,3,8,1,0,0,81.82,8.2,2023-11-01 00:00:00
8650,23,17,10,4,1133179,27,4,23,0,18,9,5,1,0,85.19,9.6,2023-11-01 00:00:00
8651,23,17,11,6,1129905,47,12,35,0,33,14,9,2,0,74.47,17.8,2023-01-11 00:00:00
8652,23,17,12,6,1047910,41,6,35,0,27,14,6,1,0,85.37,18.7,2023-11-01 00:00:00
8653,23,18,1,5,1982421,86,6,80,0,63,23,5,1,0,93.02,24.4,2023-11-01 00:00:00
8654,23,18,2,2,2139145,150,24,126,0,78,72,31,1,0,84,35.1,2023-11-01 00:00:00
8655,23,18,3,2,1899944,43,5,38,0,23,20,7,0,0,88.37,8.5,2023-11-01 00:00:00
8656,23,18,4,1,1994110,14,3,11,0,7,7,2,0,0,78.57,0,2023-11-01 00:00:00
8657,23,18,5,1,1871301,10,3,7,0,4,6,1,0,0,70,0,2023-11-01 00:00:00
8658,23,18,6,4,2187582,30,2,28,0,15,15,6,0,0,93.33,11.2,2023-11-01 00:00:00
8659,23,18,7,3,2057984,48,10,38,0,30,18,4,0,0,79.17,13,2023-11-01 00:00:00
8660,23,18,8,4,1961071,55,4,51,0,20,35,5,0,0,92.73,16.7,2023-11-01 00:00:00
8661,23,18,9,1,1936229,20,2,18,0,9,11,2,0,0,90,1.8,2023-11-01 00:00:00
8662,23,18,10,2,2027084,17,2,15,0,11,6,2,0,0,88.24,1.9,2023-11-01 00:00:00
8663,23,18,11,1,1993789,76,14,62,0,32,44,13,0,0,81.58,16.6,2023-11-01 00:00:00
8664,23,18,12,5,1958721,77,11,64,2,31,46,12,2,2.6,83.12,20.4,2023-11-01 00:00:00
8665,23,19,1,6,46008643,321,48,264,9,177,144,27,2,2.8,82.24,11.3,2023-11-01 00:00:00
8666,23,19,2,2,43403425,3655,146,3423,86,2179,1476,772,96,2.35,93.65,46.5,2023-11-01 00:00:00
8667,23,19,3,6,43195131,1610,97,1496,17,1177,433,369,104,1.06,92.92,17,2023-11-01 00:00:00
8668,23,19,4,2,43245143,237,3,228,6,120,117,57,11,2.53,96.2,8.7,2023-11-01 00:00:00
8669,23,19,5,6,42988571,324,75,247,2,174,150,78,10,0.62,76.23,7.3,2023-11-01 00:00:00
8670,23,19,6,4,45224081,883,129,745,9,330,553,79,22,1.02,84.37,15.6,2023-11-01 00:00:00
8671,23,19,7,2,45927767,1317,130,1162,25,878,439,116,10,1.9,88.23,20.3,2023-11-01 00:00:00
8672,23,19,8,3,42287596,633,137,485,11,363,270,125,11,1.74,76.62,8,2023-11-01 00:00:00
8673,23,19,9,5,40465233,849,59,466,29,548,301,132,28,3.42,89.63,24,2023-11-01 00:00:00
8674,23,19,10,5,43918280,1116,102,1012,2,559,557,179,10,0.18,90.68,9.1,2023-11-01 00:00:00
8675,23,19,11,4,42923611,1252,141,1090,21,742,510,114,26,1.68,87.06,14.2,2023-11-01 00:00:00
8676,23,19,12,3,40353482,822,167,642,13,603,219,150,17,1.58,78.1,9,2023-11-01 00:00:00
8677,23,20,1,5,29231600,2207,360,1839,8,1531,676,525,61,0.36,83.33,38,2023-11-01 00:00:00
8678,23,20,2,1,26003571,1166,24,1127,15,766,400,150,8,1.29,96.66,20.4,2023-11-01 00:00:00
8679,23,20,3,6,29472973,1685,293,1354,38,1053,632,154,19,2.26,80.36,30.4,2023-11-01 00:00:00
8680,23,20,4,6,26988731,670,80,580,10,463,207,102,20,1.49,86.57,19.3,2023-11-01 00:00:00
8681,23,20,5,2,26906882,233,24,209,0,105,128,44,9,0,89.7,6.3,2023-11-01 00:00:00
8682,23,20,6,2,25817622,253,11,239,3,183,70,29,7,1.19,94.47,6.5,2023-11-01 00:00:00
8683,23,20,7,6,25695343,360,20,339,1,235,125,61,15,0.28,94.17,9.4,2023-11-01 00:00:00
8684,23,20,8,2,29786618,582,24,546,12,324,258,90,17,2.06,93.81,18.3,2023-11-01 00:00:00
8685,23,20,9,3,29547614,776,19,743,14,529,247,67,18,1.8,95.75,17,2023-11-01 00:00:00
8686,23,20,10,6,25602087,855,63,776,16,360,495,103,15,1.87,90.76,20.6,2023-11-01 00:00:00
8687,23,20,11,5,29909650,1399,19,1349,31,699,700,187,12,2.22,96.43,34.7,2023-11-01 00:00:00
8688,23,20,12,1,29480074,783,95,674,14,529,254,125,18,1.79,86.08,22.5,2023-11-01 00:00:00
8689,23,21,1,6,69593580,1850,336,1451,63,802,1048,230,14,128.2,135.7,20.9,2023-11-01 00:00:00
8690,23,21,2,6,75092955,3858,256,3540,62,2404,1454,497,33,1.61,91.76,30.6,2023-11-01 00:00:00
8691,23,21,3,3,76448325,747,129,610,8,439,308,64,13,1.07,81.66,11.7,2023-11-01 00:00:00
8692,23,21,4,4,73035244,974,41,922,11,722,252,69,10,1.13,94.66,12,2023-11-01 00:00:00
8693,23,21,5,1,79812485,1433,228,1202,3,559,874,346,66,0.21,83.88,10.3,2023-11-01 00:00:00
8694,23,21,6,2,74336824,1216,12,1163,41,574,642,175,45,3.37,95.64,14.8,2023-11-01 00:00:00
8695,23,21,7,1,69802230,2161,91,1995,75,794,1367,447,116,3.47,92.32,25.9,2023-11-01 00:00:00
8696,23,21,8,1,77831704,1190,21,1138,31,754,436,100,28,2.61,95.63,16.3,2023-11-01 00:00:00
8697,23,21,9,6,76882095,846,139,700,7,551,295,114,9,0.83,82.74,8.2,2023-11-01 00:00:00
8698,23,21,10,4,69343188,696,22,466,21,500,196,132,26,3.02,93.82,9.4,2023-11-01 00:00:00
8699,23,21,11,2,73863262,2848,108,2722,18,1455,1393,153,37,0.63,95.58,18.3,2023-11-01 00:00:00
8700,23,21,12,2,70736900,2089,232,1804,53,1131,958,270,49,2.54,86.36,18,2023-11-01 00:00:00
8701,23,22,1,4,671847,26,6,20,7,15,11,4,0,0,76.92,10.7,2023-11-01 00:00:00
8702,23,22,2,2,651458,15,3,12,0,5,10,2,0,0,80,6.1,2023-11-01 00:00:00
8703,23,22,3,5,605258,36,1,34,1,24,12,6,1,2.78,94.44,30,2023-11-01 00:00:00
8704,23,22,4,6,661406,7,2,5,0,3,4,70,0,0,71.43,0.9,2023-11-01 00:00:00
8705,23,22,5,5,637501,10,1,9,0,4,6,1,0,0,90,9.5,2023-11-01 00:00:00
8706,23,22,6,5,621315,6,1,5,0,3,3,0,0,0,83.33,0.6,2023-11-01 00:00:00
8707,23,22,7,4,664985,8,2,6,0,5,3,1,0,0,75,2.2,2023-11-01 00:00:00
8708,23,22,8,5,644104,14,4,10,0,9,5,1,0,0,71.43,10.2,2023-11-01 00:00:00
8709,23,22,9,5,640710,12,2,10,0,7,5,0,10,0,83.33,6.4,2023-11-01 00:00:00
8710,23,22,10,4,652474,13,2,11,0,9,4,1,0,0,84.62,9.8,2023-11-01 00:00:00
8711,23,22,11,5,686578,6,2,4,0,4,2,0,0,0,66.67,1.2,2023-11-01 00:00:00
8712,23,22,12,4,633861,12,3,9,0,4,8,2,0,0,75,7.7,2023-11-01 00:00:00
8713,23,23,1,3,71729795,4085,884,3085,116,2827,1258,600,105,2.84,75.52,38.4,2023-11-01 00:00:00
8714,23,23,2,6,76556991,2327,483,1784,60,1211,1116,571,119,2.58,76.67,23.6,2023-11-01 00:00:00
8715,23,23,3,1,75527048,1856,398,1414,44,1207,649,232,23,2.37,76.19,22.6,2023-11-01 00:00:00
8716,23,23,4,3,70414769,477,40,422,15,306,171,49,9,3.14,88.47,14.2,2023-11-01 00:00:00
8717,23,23,5,5,70508896,792,34,733,25,352,440,179,20,3.16,92.55,15.2,2023-11-01 00:00:00
8718,23,23,6,1,73168917,458,110,346,2,320,138,98,10,0.44,75.55,4.8,2023-11-01 00:00:00
8719,23,23,7,1,71895365,585,33,534,18,237,348,59,3,3.08,91.28,15.9,2023-11-01 00:00:00
8720,23,23,8,2,68758942,869,118,737,14,458,411,54,13,1.61,84.81,14.8,2023-11-01 00:00:00
8721,23,23,9,2,69707422,872,94,757,21,410,462,70,12,2.41,86.81,11.7,2023-11-01 00:00:00
8722,23,23,10,5,77213938,1085,49,999,7,800,285,178,21,1.94,92.07,9.6,2023-11-01 00:00:00
8723,23,23,11,1,71303487,2252,403,1833,16,1555,697,386,10,0.71,81.39,21.4,2023-11-01 00:00:00
8724,23,23,12,4,73392077,998,125,858,15,541,457,175,42,1.5,85.97,6.3,2023-11-01 00:00:00
8725,23,24,1,5,36256368,1342,321,1007,14,816,526,102,19,1.04,75.04,16.3,2023-11-01 00:00:00
8726,23,24,2,2,38854202,1342,27,1282,33,597,745,154,10,2.46,95.53,25.1,2023-01-11 00:00:00
8727,23,24,3,2,38699010,2693,316,466,78,1546,1147,483,88,2.9,85.37,38.4,2023-11-01 00:00:00
8728,23,24,4,2,35961847,739,162,567,10,405,334,40,5,1.35,76.73,17.4,2023-11-01 00:00:00
8729,23,24,5,2,38516178,1429,85,1339,5,658,771,247,25,0.35,93.7,21.5,2023-11-01 00:00:00
8730,23,24,6,5,37033185,542,82,458,2,309,233,85,15,0.37,84.5,10,2023-11-01 00:00:00
8731,23,24,7,5,35447071,488,94,386,8,265,223,64,6,1.64,79.1,8.4,2023-11-01 00:00:00
8732,23,24,8,2,36356636,318,35,276,7,134,184,79,12,2.2,86.79,13.9,2023-11-01 00:00:00
8733,23,24,9,1,34493456,709,31,674,4,382,327,152,42,0.56,95.06,8.9,2023-11-01 00:00:00
8734,23,24,10,5,38599320,756,178,569,9,481,275,183,47,1.19,75.26,15.7,2023-11-01 00:00:00
8735,23,24,11,3,34260697,773,174,587,12,447,326,133,10,1.55,75.94,16.9,2023-11-01 00:00:00
8736,23,24,12,2,33905663,382,21,352,9,154,228,30,6,2.36,92.15,11.1,2023-11-01 00:00:00
8737,23,25,1,1,3743935,67,16,50,1,31,36,13,1,1.49,74.63,9.6,2023-11-01 00:00:00
